arm_id,pmid,arm_type,Afferent_Input_Index,Cognitive_Anchoring,PC1,PC2,PC3,PC4,PC5,penetration_level,skin_contact,electrical_stim,manipulation_intensity,needle_retention_min,n_sessions,blinding_quality,practitioner_interaction,treatment_rationale_given
arm_healthy_controls,40800108,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_MCI_patients,40800108,other,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_acupuncture,41310834,verum_acupuncture,0.6622555205381033,-0.5891626420854096,1.1672209485641876,0.8420156221815925,-2.317488395940158,-0.6741259110695008,0.41831915001541625,2.0,1.0,0.0,2.0,30.0,20.0,0.0,1.0,0.0
arm_waitlist,41310834,waitlist,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_RA,39543627,verum_acupuncture,0.6622555205381033,0.6138524612841191,1.6063075282995547,1.6374582163270384,-0.1364764023077518,-0.9111137179321694,0.8792199896591881,2.0,1.0,0.0,2.0,30.0,20.0,1.0,1.0,1.0
arm_SA,39543627,sham_acupuncture,0.10313572371370312,0.6138524612841191,-0.01280846168520672,2.2056555784905156,0.26334004482949364,-0.6422166223077244,0.657260826318016,1.0,1.0,0.0,0.0,30.0,20.0,1.0,1.0,1.0
arm_SA,39543627,verum_acupuncture,0.10313572371370312,0.6138524612841191,-0.01280846168520672,2.2056555784905156,0.26334004482949364,-0.6422166223077244,0.657260826318016,1.0,1.0,0.0,0.0,30.0,20.0,1.0,1.0,1.0
arm_HC,39543627,healthy_control,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_acupuncture,40660313,verum_acupuncture,0.3530636790686492,1.3564319682309876,2.444926456603091,0.22208835000904834,0.8258045514210465,-1.200897187619405,0.3311535242675664,2.0,1.0,0.0,2.0,20.0,10.0,1.0,2.0,1.0
arm_tDCS,40660313,active_control,0.14020301777582103,0.6138524612841191,-0.2067104903735515,1.8517087433759452,1.5668242945929254,1.9622666720398205,-0.9973764968898747,0.0,1.0,1.0,0.0,,10.0,1.0,1.0,1.0
arm_combined,40660313,other,0.8524126045199307,1.3564319682309876,2.9304121240473218,1.1545405867295535,1.1902950778413606,1.213971558104832,-1.1020677975491773,2.0,1.0,1.0,2.0,20.0,10.0,1.0,2.0,1.0
arm_SCD,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_MCI,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_AD,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_PD,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_MSA,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_PPA,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_PSA,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_Dys,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_CP,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_DoC,40329319,other,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
arm_HC,40584525,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_true,40584525,verum_acupuncture,1.1012137605708372,0.08350053538242556,1.7546684648744713,3.8391886987485626,-1.905966959136589,-0.6790513943345317,2.8152417646258017,1.0,1.0,0.0,2.0,40.0,48.0,0.0,1.0,1.0
arm_sham,40584525,sham_acupuncture,1.1012137605708372,-0.5891626420854096,1.2323238188862222,3.577172452133087,-3.1586256215199775,-1.2101380862439624,1.6092457469858128,1.0,1.0,0.0,2.0,40.0,48.0,0.0,1.0,0.0
arm_sham,40584525,healthy_control,1.1012137605708372,-0.5891626420854096,1.2323238188862222,3.577172452133087,-3.1586256215199775,-1.2101380862439624,1.6092457469858128,1.0,1.0,0.0,2.0,40.0,48.0,0.0,1.0,0.0
arm_acupuncture,39468590,verum_acupuncture,1.0491789731285592,0.6138524612841191,1.905686629974044,2.3329851509571906,0.15918834552721614,1.782231040999736,-1.0992711631744807,3.0,1.0,1.0,1.0,30.0,15.0,1.0,1.0,1.0
arm_control,39468590,other,0.020912082032727153,-0.05881071618371599,-0.6308812311232987,1.6109661933954973,-0.8744117770647798,-1.1052028703830854,-0.720995601520854,1.0,1.0,0.0,0.0,30.0,15.0,1.0,1.0,0.0
arm_control,39468590,healthy_control,0.020912082032727153,-0.05881071618371599,-0.6308812311232987,1.6109661933954973,-0.8744117770647798,-1.1052028703830854,-0.720995601520854,1.0,1.0,0.0,0.0,30.0,15.0,1.0,1.0,0.0
arm_control,39468590,sham_acupuncture,0.020912082032727153,-0.05881071618371599,-0.6308812311232987,1.6109661933954973,-0.8744117770647798,-1.1052028703830854,-0.720995601520854,1.0,1.0,0.0,0.0,30.0,15.0,1.0,1.0,0.0
arm_control,39468590,medication,0.020912082032727153,-0.05881071618371599,-0.6308812311232987,1.6109661933954973,-0.8744117770647798,-1.1052028703830854,-0.720995601520854,1.0,1.0,0.0,0.0,30.0,15.0,1.0,1.0,0.0
arm_01,41022570,verum_acupuncture,0.00862058137480918,0.08350053538242556,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,2.0,1.0,0.0,1.0,20.0,1.0,0.0,1.0,1.0
AG,39089662,verum_acupuncture,0.6640469486643851,0.6138524612841191,1.8943043165148568,0.8465447095729204,-0.1624232830915777,-0.724294815889779,0.3600126098297872,3.0,1.0,0.0,2.0,30.0,10.0,1.0,1.0,1.0
SG,39089662,sham_acupuncture,-0.06131155964824883,-0.05881071618371599,-0.7266093545731419,1.2782930549159546,-0.7595049365756648,-1.0371024265490156,-0.893256011719735,1.0,1.0,0.0,0.0,30.0,10.0,1.0,1.0,0.0
AG,40634927,verum_acupuncture,0.5306976938485418,-0.05881071618371599,0.9307978847915568,0.8431649481442944,-1.2052841199085562,-1.3332396997070886,-0.6023926842990104,2.0,1.0,0.0,2.0,30.0,12.0,1.0,1.0,0.0
SG,40634927,sham_acupuncture,-0.19466081446409214,-0.05881071618371599,-1.1677711403081932,1.5369295401028042,-0.5497071110092547,-1.1149606184568948,-0.649665288208544,0.0,1.0,0.0,0.0,30.0,12.0,1.0,1.0,0.0
WG,40634927,waitlist,-1.1672544843648502,-1.331742149032278,-3.6720300304732647,-0.3864678342115642,-0.9130110549756073,0.722960662550451,0.44298679608438546,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
arm_female,40995472,verum_acupuncture,0.007195313109936929,0.08350053538242556,1.3057303192259604,-1.9273756558215047,0.4450601708887697,0.36198544291413187,0.8476316293136266,2.0,1.0,0.0,2.0,6.33,1.0,0.0,1.0,1.0
arm_male,40995472,verum_acupuncture,0.007195313109936929,0.08350053538242556,1.3057303192259604,-1.9273756558215047,0.4450601708887697,0.36198544291413187,0.8476316293136266,2.0,1.0,0.0,2.0,6.33,1.0,0.0,1.0,1.0
arm_BP,41069516,verum_acupuncture,0.5543033130441384,0.6138524612841191,1.2425406591901513,0.373300290104776,0.30016959155088524,-0.6523320313627045,0.22463043090343973,2.0,1.0,0.0,2.0,30.0,,1.0,1.0,1.0
arm_HC,41069516,healthy_control,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_conv,40950284,active_control,0.16577411805062597,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,1.0,,,0.0,1.0,0.0
arm_yyhat,40950284,verum_acupuncture,0.16577411805062597,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,1.0,,,0.0,1.0,0.0
arm_ST36,41601526,verum_acupuncture,0.16577411805062597,0.08350053538242556,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,2.0,1.0,0.0,1.0,,,0.0,1.0,1.0
arm_GB34,41601526,verum_acupuncture,0.16577411805062597,0.08350053538242556,0.7474888338902447,-0.6854310159119943,-0.1027363164077065,0.37953169773816287,0.719821007088228,2.0,1.0,0.0,1.0,,,0.0,1.0,1.0
arm_SLIM,41601526,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_FCP,41601526,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_AD,39877657,other,-0.23744516740794455,0.08350053538242556,0.7330755298898124,-1.9546850578527328,0.6680768006171074,0.5563855457981767,0.6321320483656885,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0
arm_NC,39877657,healthy_control,-0.23744516740794455,0.08350053538242556,0.7330755298898124,-1.9546850578527328,0.6680768006171074,0.5563855457981767,0.6321320483656885,2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0
arm_healthy100,39877657,healthy_control,,-1.0515872763421326,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,,,,,,,0.0,,0.0
AG,41351443,verum_acupuncture,1.0826388012266634,0.4715412097179774,1.554294568144628,2.3608390400746493,0.26520280118973155,0.25414515737270166,-2.4188659400596797,2.0,1.0,1.0,2.0,20.0,24.0,2.0,1.0,0.0
SG,41351443,sham_acupuncture,-0.14206863253725197,0.4715412097179774,-1.0297601243993528,2.122151395312654,0.5562892836687189,-1.9424445071013412,-1.0329172221524696,0.0,1.0,0.0,0.0,20.0,24.0,2.0,1.0,0.0
arm_IDSA,40881782,verum_acupuncture,0.21107686482040033,1.3564319682309876,1.7931627992783856,-0.25115606945909597,1.2883974260635094,-1.1289344030923307,0.19577134534121896,1.0,1.0,0.0,2.0,,,1.0,2.0,1.0
arm_sham,40881782,sham_acupuncture,-0.03828120241195021,1.3564319682309876,1.3137097641633975,-0.1255888396640635,1.5441579878255656,-1.1795524174665817,0.37045790477285756,0.0,1.0,0.0,2.0,,,1.0,2.0,1.0
arm_sham,40881782,healthy_control,-0.03828120241195021,1.3564319682309876,1.3137097641633975,-0.1255888396640635,1.5441579878255656,-1.1795524174665817,0.37045790477285756,0.0,1.0,0.0,2.0,,,1.0,2.0,1.0
arm_HC,40881782,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_real_acu,41591775,verum_acupuncture,0.5306976938485418,0.6138524612841191,1.4531425307798058,1.10518119475977,0.04737454247483228,-0.8021530077976579,0.6036033333409783,2.0,1.0,0.0,2.0,30.0,12.0,1.0,1.0,1.0
arm_sham_acu,41591775,sham_acupuncture,0.16801843969222482,0.6138524612841191,0.40385801822993106,1.452063490739025,0.3751630469244829,-0.693013467172561,0.5799670313862115,1.0,1.0,0.0,1.0,30.0,12.0,1.0,1.0,1.0
arm_acupuncture,40772121,verum_acupuncture,0.6622555205381033,1.1442043871858125,1.523049462046673,2.1708845638570082,0.7918769289412662,-1.6791882167042689,0.13412481166297116,2.0,1.0,0.0,2.0,30.0,20.0,2.0,1.0,1.0
arm_placebo,40772121,sham_acupuncture,0.10313572371370312,0.4715412097179774,-0.6184111739263374,2.47706567940501,-0.0609652863048769,-1.9413778129892545,-1.2938303693181896,1.0,1.0,0.0,0.0,30.0,20.0,2.0,1.0,0.0
arm_placebo,40772121,placebo,0.10313572371370312,0.4715412097179774,-0.6184111739263374,2.47706567940501,-0.0609652863048769,-1.9413778129892545,-1.2938303693181896,1.0,1.0,0.0,0.0,30.0,20.0,2.0,1.0,0.0
arm_waiting,40772121,waitlist,-1.1672544843648502,-0.271038297228891,-3.838546162979028,0.680384860848376,0.9436956075224284,-0.8131883349937477,-1.0472035599080485,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
arm_healthy,40772121,healthy_control,,2.230197842253275,0.5809727013844813,0.38142167914794584,1.7539703460903293,-1.156617299806036,-0.7703693489042059,,,,,,,2.0,,
arm_responders,40847552,verum_acupuncture,0.23558878116328738,0.08350053538242556,0.8516953714579892,0.39386214723857105,-0.6710626374996528,0.20739957857467317,0.9436631577121325,2.0,1.0,0.0,1.0,30.0,6.0,0.0,1.0,1.0
arm_nonresponders,40847552,verum_acupuncture,0.23558878116328738,0.08350053538242556,0.8516953714579892,0.39386214723857105,-0.6710626374996528,0.20739957857467317,0.9436631577121325,2.0,1.0,0.0,1.0,30.0,6.0,0.0,1.0,1.0
arm_CID_crosssec,40022556,other,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_HC_crosssec,40022556,healthy_control,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_acupuncture,40022556,verum_acupuncture,0.6622555205381033,1.3564319682309876,2.644861117620678,1.6340546516391565,0.14257138983998482,-1.4411297506169645,0.727256085090352,2.0,1.0,0.0,2.0,30.0,20.0,1.0,2.0,1.0
arm_waitlist,40022556,waitlist,-1.266230394872189,-0.1287270456627493,-3.2137978260479287,0.47550938762978995,1.2450195705589757,0.47235276692096845,0.9383397177679333,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
arm_SSRIs,39648209,medication,-1.266230394872189,1.1442043871858125,-2.2585023029796867,1.0055321704718783,2.4524206939557303,-0.8257377645359257,0.04128063520288037,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0
arm_SSRIs_SIA,39648209,sham_acupuncture,-1.266230394872189,1.1442043871858125,-2.2585023029796867,1.0055321704718783,2.4524206939557303,-0.8257377645359257,0.04128063520288037,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0
arm_SSRIs_AIA,39648209,verum_acupuncture,-0.023800587778136394,1.1442043871858125,0.27383028847921076,1.1058005582061552,1.8028985949719785,-1.3298161130816124,-0.28561405111458116,1.0,1.0,0.0,1.0,,10.0,2.0,1.0,1.0
arm_HC,39648209,healthy_control,-1.266230394872189,-0.271038297228891,-3.8194005382890595,0.7469194885442845,0.9207142394246054,-0.8268084237605616,-1.0127514778682722,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0
arm_MDD_MRI,39648209,verum_acupuncture,0.03432499739265542,0.08350053538242556,0.8378672762101433,-0.7811788523011842,0.08099630266675498,0.16915612836456356,1.092830427906272,1.0,1.0,0.0,2.0,,1.0,0.0,1.0,1.0
BC_HF,40974865,verum_acupuncture,0.17568586600774405,1.3564319682309876,1.8750949791682046,0.4434034161932708,0.8978324941086411,-1.0411396326200568,0.132830662881161,2.0,1.0,0.0,1.0,,10.0,1.0,2.0,1.0
BC_NF,40974865,active_control,,-0.2560593874895923,0.14188612164911396,-0.41402091499749977,-0.4270416475420769,-0.9196294929433672,-1.2312701885479778,,,,,,,1.0,,0.0
NC,40974865,healthy_control,,-0.2560593874895923,0.14188612164911396,-0.41402091499749977,-0.4270416475420769,-0.9196294929433672,-1.2312701885479778,,,,,,,1.0,,0.0
arm_verum_acu,39654647,verum_acupuncture,0.16577411805062597,-0.5891626420854096,0.22514418790199558,-0.9474472625274698,-1.3553949787910948,-0.1515549941712679,-0.48617501055176066,2.0,1.0,0.0,1.0,,,0.0,1.0,0.0
arm_sham_acu,39654647,sham_acupuncture,-0.3782447631838495,-0.5891626420854096,-0.8241403246478791,-0.6005649665482149,-1.0276064743414441,-0.04241545354617092,-0.5098113125065274,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0
arm_other_therapy,39654647,active_control,-1.266230394872189,-0.5891626420854096,-2.6143308164621724,-0.32333677120353754,-0.6569446309256938,0.17932454109884227,0.32547497355532556,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0
arm_healthy_control,39654647,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_TTH,40963943,other,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_HC,40963943,healthy_control,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_TTH_pain,40963943,other,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_TTH_deqi,40963943,other,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_HC_pain,40963943,healthy_control,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_HC_deqi,40963943,healthy_control,-0.1940217999756939,-0.5891626420854096,0.2132744081369337,-1.9927152970669015,-0.7206077059471305,-0.005910648710079946,-0.5583894471467933,2.0,1.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0
arm_BP_acupuncture,41602988,verum_acupuncture,0.5298165612300494,0.15341686486145903,2.1207136250075354,-0.17414647796094598,-1.493095650798298,-1.04562991335762,0.0769651768624521,2.0,1.0,0.0,2.0,,16.0,0.0,2.0,0.0
arm_rest,39499594,other,-1.1475208103614158,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
arm_LT,39499594,verum_acupuncture,-0.06995353636136174,0.08350053538242556,1.3012113245011188,-2.3253241289711597,0.6867327540500789,0.4174343258647127,0.8201385616670891,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
arm_TR,39499594,verum_acupuncture,-0.06995353636136174,0.08350053538242556,1.3012113245011188,-2.3253241289711597,0.6867327540500789,0.4174343258647127,0.8201385616670891,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
VA,42131703,verum_acupuncture,0.39913986715898025,1.1442043871858125,1.2167194670071753,1.1063305207224716,1.159578818506434,-1.4612667964352457,-0.41710850097344854,2.0,1.0,0.0,2.0,30.0,4.0,2.0,1.0,1.0
SA,42131703,sham_acupuncture,-0.15997992966542,1.1442043871858125,-0.40239652297758627,1.6745278828859491,1.5593952656436794,-1.1923697008108007,-0.6390676643146206,1.0,1.0,0.0,0.0,30.0,4.0,2.0,1.0,1.0
arm_mdd,42077350,verum_acupuncture,-0.2014036538090445,0.08350053538242556,0.2680357987752566,-0.5598637861169619,0.15302424535434964,0.32891368336391175,0.8945075665198666,1.0,1.0,0.0,1.0,,1.0,0.0,1.0,1.0
arm_hc,42077350,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
arm_control,41657421,other,-1.266230394872189,-0.1287270456627493,-3.2137978260479287,0.47550938762978995,1.2450195705589757,0.47235276692096845,0.9383397177679333,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
arm_control,41657421,healthy_control,-1.266230394872189,-0.1287270456627493,-3.2137978260479287,0.47550938762978995,1.2450195705589757,0.47235276692096845,0.9383397177679333,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
arm_control,41657421,sham_acupuncture,-1.266230394872189,-0.1287270456627493,-3.2137978260479287,0.47550938762978995,1.2450195705589757,0.47235276692096845,0.9383397177679333,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
arm_control,41657421,medication,-1.266230394872189,-0.1287270456627493,-3.2137978260479287,0.47550938762978995,1.2450195705589757,0.47235276692096845,0.9383397177679333,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0
arm_study,41657421,verum_acupuncture,1.1301107086110982,1.3564319682309876,2.7052018910318703,2.5734789514401295,0.8486583947681414,1.1285675153015287,-0.6802531822196104,2.0,1.0,1.0,1.0,,28.0,1.0,2.0,1.0
arm_sham,41641330,sham_acupuncture,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_sham,41641330,healthy_control,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_model,41641330,other,-1.266230394872189,-0.8013902231305844,-3.7361424720361778,0.21349314101431444,-0.007639091824412519,-0.05873392498846229,-0.2676562998720553,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
arm_ea,41641330,verum_acupuncture,0.5220524356102904,-0.1287270456627493,-0.37360771879664073,2.017924734665242,0.4377427388073602,2.5575875019777667,-1.3154643809581736,2.0,1.0,1.0,0.0,30.0,5.0,1.0,0.0,1.0
VA,41999225,verum_acupuncture,0.6109009709953244,0.6138524612841191,1.8858259023969555,0.09992468490189772,0.2909961975112538,-0.6202631405603589,0.3084308694047639,3.0,1.0,0.0,2.0,,10.0,1.0,1.0,1.0
SA,41999225,sham_acupuncture,0.6109009709953244,0.6138524612841191,1.8858259023969555,0.09992468490189772,0.2909961975112538,-0.6202631405603589,0.3084308694047639,3.0,1.0,0.0,2.0,,10.0,1.0,1.0,1.0
SC,41999225,medication,-0.890983048316771,0.4016248802389441,-3.048162771331218,1.873885895206571,1.8746151165362948,-0.4727828858197121,0.6411216062888074,0.0,0.0,0.0,0.0,,14.0,2.0,0.0,1.0
PB,41999225,placebo,-0.890983048316771,0.4016248802389441,-3.048162771331218,1.873885895206571,1.8746151165362948,-0.4727828858197121,0.6411216062888074,0.0,0.0,0.0,0.0,,14.0,2.0,0.0,1.0
WL,41999225,waitlist,-1.1672544843648502,-1.331742149032278,-3.6720300304732647,-0.3864678342115642,-0.9130110549756073,0.722960662550451,0.44298679608438546,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
AG,41999225,verum_acupuncture,0.6109009709953244,0.6138524612841191,1.8858259023969555,0.09992468490189772,0.2909961975112538,-0.6202631405603589,0.3084308694047639,3.0,1.0,0.0,2.0,,10.0,1.0,1.0,1.0
arm_tx,41834818,verum_acupuncture,0.7660357351606776,0.08350053538242556,1.0874755000668552,2.250297146105011,-0.32658796649115884,2.4082092447228916,0.09855337980434219,1.0,1.0,1.0,1.0,30.0,18.0,0.0,1.0,1.0
arm_hc,41834818,healthy_control,-1.266230394872189,-1.331742149032278,-3.652884405783296,-0.3199332065156557,-0.9359924230734303,0.7093405737836369,0.4774388781241617,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
