pmid,arm_id,arm_label,arm_type,n_assigned,n_analyzed_neuroimaging,disease_condition,acupuncture_modality,stimulation_type,acupoints_used,anatomical_location,laterality,penetration,depth,depth_mm,manipulation,needle_type,needle_size,electrical_stim,electrical_frequency,electrical_intensity,needle_retention,needle_retention_min,session_duration,session_duration_min,n_sessions,n_sessions_numeric,treatment_period,deqi_intended,participant_instructions,treatment_rationale,practitioner_description,blinding,study_design
40660313,arm_tDCS,tDCS group,active_control,21,10.0,knee osteoarthritis (KOA),non_acupuncture,transcranial direct current stimulation,[],M1-supraorbital region (SO) mode; anode placed on the primary motor cortex opposite the affected knee M1 area corresponding to C3/C4; cathode placed on the SO opposite the anode,contralateral to affected knee,not_applicable,not_applicable,,A 30-s ramp-up/ramp-down mode was used to adjust the current to 2 mA; tolerance of the patient was monitored throughout the process; electrodes fixed with elastic bandages,not_applicable,not_applicable,True,not_applicable,2 mA,not_applicable,,20 min,20.0,"once a day, five days a week, lasting for two weeks",10.0,two weeks,not_applicable,not_reported,"M1-supraorbital region (SO) mode recommended by the European Chapter of the International Federation of Clinical Neurophysiology; electrode positioning as per the international 10/20 electroencephalogram system; IS300A transcranial direct-current stimulation device manufactured by Sichuan Intelligent Electronics Industrial Co., Ltd.",not_reported,evaluators were blinded throughout the process; therapists and subjects opened the envelopes and implemented the intervention protocol in the presence of each other,"single-center, randomized controlled trial; three-group parallel design"
40660313,arm_combined,combined acupuncture and tDCS group,other,21,10.0,knee osteoarthritis (KOA),manual_acupuncture,transcranial direct current stimulation combined with manual acupuncture,"['Xiyangguan', 'Zusanli', 'Yanglingquan', 'Xuehai', 'Liangqiu', 'Neixiyan', 'Dubi', 'Shenshu', 'Ganshu', 'Ashi points']","acupuncture on affected side; tDCS anode on contralateral M1 (C3/C4), cathode on contralateral SO",acupuncture on affected side; tDCS contralateral to affected knee,not_reported,not_reported,,"The acupuncture treatment was conducted simultaneously during tDCS, and both the treatment method and operation parameters were the same as those described above","sterile filiform needles, Huatuo brand",0.35×40 mm,True,not_applicable,2 mA (tDCS),20 min (concurrent with tDCS),20.0,20 min,20.0,"once a day, five days a week, lasting for two weeks",10.0,two weeks,"After the acupoints obtained qi, the needles were retained for 20 min",not_reported,combined therapy has analgesic effects superior to those of single therapy; unique closed-loop regulation mode of 'central-peripheral-central',not_reported,evaluators were blinded throughout the process; therapists and subjects opened the envelopes and implemented the intervention protocol in the presence of each other,"single-center, randomized controlled trial; three-group parallel design"
40772121,arm_acupuncture,Acupuncture group,verum_acupuncture,15,15.0,Knee osteoarthritis (KOA),manual_acupuncture,manual acupuncture with flat-supplement and flat-purgation techniques to 'deqi',"['Dubi (ST35)', 'Neixiyan (EX-LE4)', 'Yanglingquan (GB34)', 'Yinlingquan (SP9)', 'two ashi acupoints (the point where the patient feels most pain) of knee joint']",knee joint area,not_reported,vertically pierced,21~26mm,,flat-supplement and flat-purgation techniques to 'deqi'; repeat the needle every 10 minutes,not_reported,not_reported,False,not_applicable,not_applicable,30 minutes,30.0,30 minutes,30.0,"4 courses of acupuncture intervention, totaling 20 sessions",20.0,4 weeks,yes; flat-supplement and flat-purgation techniques to 'deqi',Patient was asked to lie flat and maintain a comfortable position; skin disinfected with complexed iodine,Specific positioning refers to the positioning standard of the People's Republic of China national GB/T123446-2006 'Name and Location of acupointscin 2006',not_reported,"Doctors, evaluators, and subjects were blinded to grouping status; single treatment room for blind evaluation; efficacy evaluated by third party; statisticians remained blinded to group allocation and treatment assignments","Randomized controlled trial with neuroimaging; resting-state fMRI study comparing KOA patients and healthy subjects at baseline, and three intervention arms post-treatment"
40772121,arm_placebo,Placebo acupuncture group,sham_acupuncture,15,15.0,Knee osteoarthritis (KOA),sham_needling,sham needling at non-acupoint locations without further injection or manual operation after skin puncture,[],"stimulation points located 1 cm away from the lateral median line of lower limbs at positions corresponding to ST35, EX-LE4, GB34, SP9, and two ashi points",not_reported,skin puncture (penetrating),not_reported,,leave the needle for 30 min without further injection or manual operation after skin puncture,"sterile needle (Global brand, Suzhou, China)","0.30 mm in diameter, 20 mm length",False,not_applicable,not_applicable,30 min,30.0,30 min,30.0,"4 courses of acupuncture intervention, amounting to 20 sessions",20.0,4 weeks,"no; 'to minimize the effect of comfort acupuncture, acupuncturists are required to use a sterile needle to leave the needle for 30 min without further injection or manual operation after skin puncture'",not_reported,not_reported,not_reported,"Doctors, evaluators, and subjects were blinded to grouping status; single treatment room for blind evaluation; efficacy evaluated by third party; statisticians remained blinded to group allocation and treatment assignments","Randomized controlled trial with neuroimaging; resting-state fMRI study comparing KOA patients and healthy subjects at baseline, and three intervention arms post-treatment"
40772121,arm_waiting,Waiting for treatment group,waitlist,15,15.0,Knee osteoarthritis (KOA),other,no intervention,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_applicable,,no intervention within 4 weeks; received 20 free acupuncture treatments after the trial,,4 weeks,not_applicable,not_applicable,not_applicable,not_applicable,"Doctors, evaluators, and subjects were blinded to grouping status; single treatment room for blind evaluation; efficacy evaluated by third party; statisticians remained blinded to group allocation and treatment assignments","Randomized controlled trial with neuroimaging; resting-state fMRI study comparing KOA patients and healthy subjects at baseline, and three intervention arms post-treatment"
40772121,arm_healthy,Healthy subjects,healthy_control,15,15.0,Knee osteoarthritis (KOA),,,[],,,,,,,,,,,,,,,,,,,,,,,"Doctors, evaluators, and subjects were blinded to grouping status; single treatment room for blind evaluation; efficacy evaluated by third party; statisticians remained blinded to group allocation and treatment assignments","Randomized controlled trial with neuroimaging; resting-state fMRI study comparing KOA patients and healthy subjects at baseline, and three intervention arms post-treatment"
40800108,arm_verum_acupuncture,acupuncture (verum/electroacupuncture),verum_acupuncture,,,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",electroacupuncture,electroacupuncture,[],not_reported,not_reported,not_reported,not_reported,,not_reported,not_reported,not_reported,True,not_reported,not_reported,not_reported,,not_reported,,not_reported,,not_reported,not_reported,not_reported,"Acupuncture exerts its therapeutic effects by amplifying localized stimuli through specific acupoints, which are then transmitted via the body's meridian system to regulate systemic networks.",not_reported,not_applicable,narrative review / synthesis of existing rs-fMRI and acupuncture literature for VCI
40800108,arm_pharmacotherapy,pharmacotherapy alone / conventional therapies,medication,,,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,,[],,,,,,,,,,,,,,,,,,,,,,,not_applicable,narrative review / synthesis of existing rs-fMRI and acupuncture literature for VCI
40800108,arm_VCI_patients,VCI patients (observational/control group in rs-fMRI studies),other,,,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,,[],,,,,,,,,,,,,,,,,,,,,,,not_applicable,narrative review / synthesis of existing rs-fMRI and acupuncture literature for VCI
40800108,arm_healthy_controls,healthy controls,healthy_control,,,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,,[],,,,,,,,,,,,,,,,,,,,,,,not_applicable,narrative review / synthesis of existing rs-fMRI and acupuncture literature for VCI
40800108,arm_MCI_patients,mild cognitive impairment (MCI) patients,other,,,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders",,,[],,,,,,,,,,,,,,,,,,,,,,,not_applicable,narrative review / synthesis of existing rs-fMRI and acupuncture literature for VCI
40847552,arm_responders,acupuncture responders,verum_acupuncture,,48.0,Neck pain (NP),manual_acupuncture,manual acupuncture with Deqi intention,[],neck area,not_reported,penetrating,determined based on the patient's treatment site,,"The insertion depth and direction were determined based on the patient's treatment site, with the aim of achieving the Deqi sensation. The needles were then retained for 30min.",single-use sterile needles,"0.30 × 40mm, Huatuo Medical Instrument Co., Ltd., China",False,not_applicable,not_applicable,30min,30.0,not_reported,,"three acupuncture sessions weekly, totaling six treatments over a two-week period",6.0,two-week period,"yes, with the aim of achieving the Deqi sensation",not_reported,"Ashi points selected in the neck area, identified using a handheld pressure pain tester",not_reported,not_reported,Prospective cohort study with machine learning prediction model and longitudinal fMRI analysis; clinical data and functional magnetic resonance imaging scans collected pre- and post-treatment
40847552,arm_nonresponders,acupuncture non-responders,verum_acupuncture,,32.0,Neck pain (NP),manual_acupuncture,manual acupuncture with Deqi intention,[],neck area,not_reported,penetrating,determined based on the patient's treatment site,,"The insertion depth and direction were determined based on the patient's treatment site, with the aim of achieving the Deqi sensation. The needles were then retained for 30min.",single-use sterile needles,"0.30 × 40mm, Huatuo Medical Instrument Co., Ltd., China",False,not_applicable,not_applicable,30min,30.0,not_reported,,"three acupuncture sessions weekly, totaling six treatments over a two-week period",6.0,two-week period,"yes, with the aim of achieving the Deqi sensation",not_reported,"Ashi points selected in the neck area, identified using a handheld pressure pain tester",not_reported,not_reported,Prospective cohort study with machine learning prediction model and longitudinal fMRI analysis; clinical data and functional magnetic resonance imaging scans collected pre- and post-treatment
40881782,arm_IDSA,IDSA treatment group,verum_acupuncture,35,31.0,Bilateral basal ganglia ischemic stroke (BBGIS),scalp_acupuncture,Manual scalp acupuncture combined with active limb movement,"['MS6 (anterior oblique line of the vertex-temporal)', 'Qianding (DU 21) to Xuanli (GB 6) direction']","Bilaterally on the scalp, targeting the anterior oblique line of the vertex-temporal (MS6) acupoint; needles inserted at the upper 1/5 and middle 2/5 positions",Bilateral,Yes; needles inserted into sheath aponeurosis,Inserted until reaching the sheath aponeurosis,,"Needles rotated at 200 revolutions per minute to induce a tolerable sensation of soreness and swelling; alternately manipulated for 3 min each, with 5-min intervals between rotations",Stainless steel needles,0.3 × 40 mm,False,not_applicable,not_applicable,not_reported explicitly; needles retained during active movement period,,not_reported explicitly,,not_reported explicitly,,4 weeks,Yes; tolerable sensation of soreness and swelling (Deqi sensation),"During needle retention, patients were encouraged to perform active movements of the affected limb or walking exercises",IDSA emphasizes dynamic sensorimotor integration by requiring patients to perform targeted limb movements or walking exercises during needle manipulation; 200 rpm rotation speed selected based on previous optimization studies demonstrating this frequency optimally elicits Deqi sensation while maintaining patient comfort during dynamic movement tasks,not_reported,Sham IDSA used blunt needles without skin penetration to mimic the procedure; blinding details for assessors not explicitly reported,Randomized controlled trial; parallel-group design
40881782,arm_sham,Sham IDSA group,sham_acupuncture,35,31.0,Bilateral basal ganglia ischemic stroke (BBGIS),sham_needling,Sham scalp acupuncture with blunt needle,['MS6 (same acupoints as IDSA group)'],Same acupoints as IDSA group,not_reported,No; blunt needle did not penetrate the skin,No skin penetration,,Manipulation techniques were identical to IDSA group,Blunt needle device,not_reported,False,not_applicable,not_applicable,not_reported,,not_reported explicitly,,not_reported explicitly,,4 weeks,not_reported,Patients were also encouraged to perform active movements or walking exercises during the retention period,Used to mimic the IDSA procedure as sham control,not_reported,Sham IDSA used blunt needles without skin penetration to mimic the procedure; blinding details for assessors not explicitly reported,Randomized controlled trial; parallel-group design
40881782,arm_HC,Healthy controls (HCs),healthy_control,40,35.0,Bilateral basal ganglia ischemic stroke (BBGIS),,,[],,,,,,,,,,,,,,,,,,,,,,,Sham IDSA used blunt needles without skin penetration to mimic the procedure; blinding details for assessors not explicitly reported,Randomized controlled trial; parallel-group design
40950284,arm_conv,conventional acupuncture group,active_control,100,,Peripheral facial paralysis (Bell's palsy),non_acupuncture,pharmacological,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_reported,,not_reported,,Two weeks (medications); five days then taper (prednisone),not_applicable,not_reported,not_reported,not_reported,not_reported,Retrospective analysis
40950284,arm_yyhat,Yin-Yang Harmonizing Acupuncture Group,verum_acupuncture,102,,Peripheral facial paralysis (Bell's palsy),non_acupuncture,pharmacological,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_reported,,not_reported,,Two weeks (medications); five days then taper (prednisone),not_applicable,not_reported,not_reported,not_reported,not_reported,Retrospective analysis
40963943,arm_TTH,TTH patients,other,36,36.0,Tension-type headache (TTH),intradermal_acupuncture,intradermal needle pressing,"['bilateral Hegu (LI4)', 'bilateral Taichong (LR3)']","Hegu (LI4): dorsum of the hand, midway between the 1st and 2nd metacarpal bones, approximately in the middle of the 2nd metacarpal bone on the radial side. Taichong (LR3): dorsum of the foot, in the depression distal to the junction of the 1st and 2nd metatarsal bones.",bilateral,intradermal,pressing depth 8–10 mm for LI4 and 5–8 mm for LR3,,"Each acupoint was pressed 10 times in the order of the left Hegu (LI4), the left Taichong (LR3), the right Taichong (LR3), and the right Hegu (LI4)",HUANQIU disposable press needles; registration number 20162270591,0.25 × 1.30 mm,False,not_applicable,not_applicable,Four intradermal needles were preserved in the four acupoints while the 6-min acupuncture state fMRI scan was proceeding,6.0,6-min acupuncture state fMRI scan,6.0,single session (one acupuncture-state scan),1.0,not_reported,not_reported,"After the fMRI scan, participants were acquired to recall the needling sensations experienced during the acupuncture stimulation fMRI in time, which included sensations associated with the category of Deqi (soreness, numbness, distension, heaviness, or other special sensations) and the sensation with the category of acute pain.",not_reported,acupuncturist,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40963943,arm_HC,HCs (healthy controls),healthy_control,36,36.0,Tension-type headache (TTH),intradermal_acupuncture,intradermal needle pressing,"['bilateral Hegu (LI4)', 'bilateral Taichong (LR3)']","Hegu (LI4): dorsum of the hand, midway between the 1st and 2nd metacarpal bones, approximately in the middle of the 2nd metacarpal bone on the radial side. Taichong (LR3): dorsum of the foot, in the depression distal to the junction of the 1st and 2nd metatarsal bones.",bilateral,intradermal,pressing depth 8–10 mm for LI4 and 5–8 mm for LR3,,"Each acupoint was pressed 10 times in the order of the left Hegu (LI4), the left Taichong (LR3), the right Taichong (LR3), and the right Hegu (LI4)",HUANQIU disposable press needles; registration number 20162270591,0.25 × 1.30 mm,False,not_applicable,not_applicable,Four intradermal needles were preserved in the four acupoints while the 6-min acupuncture state fMRI scan was proceeding,6.0,6-min acupuncture state fMRI scan,6.0,single session (one acupuncture-state scan),1.0,not_reported,not_reported,"After the fMRI scan, participants were acquired to recall the needling sensations experienced during the acupuncture stimulation fMRI in time, which included sensations associated with the category of Deqi (soreness, numbness, distension, heaviness, or other special sensations) and the sensation with the category of acute pain.",not_reported,acupuncturist,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40963943,arm_TTH_pain,TTH patients with acute pain sensation,other,,23.0,Tension-type headache (TTH),,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40963943,arm_TTH_deqi,TTH patients with composite Deqi sensation,other,,10.0,Tension-type headache (TTH),,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40963943,arm_HC_pain,HCs with acute pain sensation,healthy_control,,21.0,Tension-type headache (TTH),,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40963943,arm_HC_deqi,HCs with composite Deqi sensation,healthy_control,,11.0,Tension-type headache (TTH),,,[],,,,,,,,,,,,,,,,,,,,,,,not_reported,Cross-sectional neuroimaging study with within-subject comparison (resting-state vs. acupuncture-state fMRI); two-group design (TTH patients vs. healthy controls)
40974865,BC_HF,breast cancer patients experiencing hot flashes (BC-HF),verum_acupuncture,25,20.0,Breast cancer with hot flashes (vasomotor symptoms),manual_acupuncture,manual acupuncture (semi-standardized),"[""standard points depending on patients' preferred positions; up to four additional acupuncture points chosen based on subjects' other presenting symptoms (e.g., sleeping); specific acupoints listed in Supplementary eTable 1""]",not_reported,not_reported,not_reported,not_reported,,weekly assessments by acupuncturists adjusted the point prescriptions according to the participants' symptoms and side effects,fine needles (details in supplementary materials),not_reported,False,not_applicable,not_applicable,not_reported,,not_reported,,10 sessions,10.0,"5 weeks, with two sessions per week",not_reported,not_reported,"semi-standardized treatment manual, consistent with the literature [6,14], based on decisions from acupuncture experts; flexibility of selecting point prescription based on the patient's main symptoms that models the process occurring in clinical practice",acupuncturists (based on decisions from acupuncture experts),All analyses were blinded; analysts were unaware of group assignments,Randomized controlled neuroimaging trial with acupuncture intervention
40974865,BC_NF,breast cancer patients without hot flashes (BC-NF),active_control,35,35.0,Breast cancer with hot flashes (vasomotor symptoms),,,[],,,,,,,,,,,,,,,,,,,,,,,All analyses were blinded; analysts were unaware of group assignments,Randomized controlled neuroimaging trial with acupuncture intervention
40974865,NC,healthy controls (HC),healthy_control,30,30.0,Breast cancer with hot flashes (vasomotor symptoms),,,[],,,,,,,,,,,,,,,,,,,,,,,All analyses were blinded; analysts were unaware of group assignments,Randomized controlled neuroimaging trial with acupuncture intervention
40995472,arm_female,Female,verum_acupuncture,25,21.0,healthy volunteers,manual_acupuncture,manual acupuncture with needle twisting,"['LR3', 'Taichong']",depression before the junction of the first and second metatarsal bones on the dorsal side of the left foot,left,straight needle insertion,15 mm ± 2 mm,15.0,twisting angle controlled at (180 ± 5)° with frequency set at (60 ± 5) times/min for 30 s during task state; no torsion during baseline state,Hua Tuo acupuncture needles,0.25 mm × 25 mm,False,not_applicable,not_applicable,needle retained throughout 380 s scan (alternating task and baseline epochs),,total scan time for each run was 380 s,,single session,1.0,single session,Experimentation began once needle sensation had been produced,Subjects were informed prior to scanning that different sensations may occur during acupuncture process with feelings scored from 0 to 10 using MASS scale,LR3 was selected based on the World Health Organization (WHO) acupuncture point positioning metered,professional acupuncturist,not_reported,"task-based fMRI study with block-design acupuncture task, within-session task vs. baseline comparison, stratified by gender"
40995472,arm_male,Male,verum_acupuncture,30,25.0,healthy volunteers,manual_acupuncture,manual acupuncture with needle twisting,"['LR3', 'Taichong']",depression before the junction of the first and second metatarsal bones on the dorsal side of the left foot,left,straight needle insertion,15 mm ± 2 mm,15.0,twisting angle controlled at (180 ± 5)° with frequency set at (60 ± 5) times/min for 30 s during task state; no torsion during baseline state,Hua Tuo acupuncture needles,0.25 mm × 25 mm,False,not_applicable,not_applicable,needle retained throughout 380 s scan (alternating task and baseline epochs),,total scan time for each run was 380 s,,single session,1.0,single session,Experimentation began once needle sensation had been produced,Subjects were informed prior to scanning that different sensations may occur during acupuncture process with feelings scored from 0 to 10 using MASS scale,LR3 was selected based on the World Health Organization (WHO) acupuncture point positioning metered,professional acupuncturist,not_reported,"task-based fMRI study with block-design acupuncture task, within-session task vs. baseline comparison, stratified by gender"
41022570,arm_01,Healthy participants receiving acupuncture at GV20 and GV29,verum_acupuncture,30,30.0,Healthy volunteers (no disease condition),manual_acupuncture,manual acupuncture,"['Baihui (GV20)', 'Yintang (GV29)']","GV20: located at the intersection of the midline of the top of the head and the line connecting the tips of the two ears, and the front hairline is 5 inches straight up. GV29: at the midpoint of the line connecting the two eyebrows.",not_reported,needle insertion into acupoint,GV20: inserted 0.5-0.8 cun posteriorly; GV29: inserted 0.5-0.8 cun from top to bottom,,"combination of even reinforcing and reducing techniques, with light to moderate stimulation to produce De Qi sensation (sourness, numbness, distention, and pain). GV20 point was needled directly upward at the midpoint of the anterior hairline, 5 cun in length, and then inserted 0.5-0.8 cun posteriorly. GV29 point was needled by pinching and inserting the needle 0.5-0.8 cun from top to bottom in the middle of the forehead between the eyebrows.","custom-made pure silver acupuncture needle; 0.40mm×25mm silver acupuncture needles produced by Suzhou Medical Supplies Co., Ltd.",0.40mm×25mm,False,not_applicable,not_applicable,20 minutes (during fMRI scan),20.0,Total protocol 60 minutes (three 20-minute phases),60.0,1,1.0,Single session,"Yes; De Qi sensation described as sourness, numbness, distention, and pain, which is considered an effective acupuncture response","Participants were placed in a supine position with the acupuncture site fully exposed. Subjects were instructed to relax, wear special earplugs to reduce noise interference, lie flat on the examination bed in a supine position, and place their hands on their sides naturally.","GV20 and GV29 are frequently used as a combination to enhance brain function; GV20 is believed to have a nourishing and tonifying effect on the brain; GV29 acupoint is believed to have the effects of nourishing the brain, replenishing the Yuan Qi (primordial energy), and regulating emotional well-being.",All procedures were performed by licensed acupuncturists with more than 5 years of experience.,not_reported,"Within-subject repeated measures resting-state fMRI study with three scan phases (pre-needle insertion, during needle retention, post-needle removal)"
41069516,arm_BP,BP group (BP patients),verum_acupuncture,55,55.0,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,manual_acupuncture,manual acupuncture with needle retention,"['EX-HN16 (Qianzheng)', 'SJ17 (Yifeng)', 'ST2 (Sibai)', 'GB14 (Yangbai)', 'EX-HN4 (Yuyao)', 'SI18 (Quanliao)', 'ST6 (Jiache)', 'ST4 (Dicang)', 'ST8 (Touwei)', 'bilateral LI4 (Hegu)']",acupoints on the affected side (face) and bilateral LI4 (Hegu) on the hands,affected side for facial acupoints; bilateral for LI4 (Hegu),skin penetration; needles inserted to specified depths,ST2: 10–15 mm perpendicularly; GB14: 20–25 mm toward EX-HN4 region; ST8: 10–15 mm horizontally in upward direction; SI18: 10–15 mm obliquely toward anterior aspect of lower root of ear on affected side; SJ17: 12–20 mm perpendicularly; SI18 (second mention): 12–20 mm perpendicularly; ST6 and ST4: 15–20 mm bidirectionally; LI4: 12–20 mm perpendicularly,,needle manipulated until Deqi achieved; needles retained for 30 min,"Disposable acupuncture needles (Wujiang Yunlong Medical Equipment Co., Ltd., Su Jizhun 20142200226)",0.25 mm × 25–40 mm,False,not_applicable,not_applicable,30 min,30.0,30 min,30.0,"three times per week (Wednesday, Friday, and Sunday) until day 28 of the disease course",,"until the 28th day from the onset of symptoms; if cured within 28-day period, treatment concluded early; if not, treatment continued beyond that point","Yes; Deqi defined as simultaneous occurrence of: (1) needle sensations reported by the patient (e.g., soreness, numbness, distension, heaviness) and (2) a tight, rough sensation under the needle perceived by the acupuncturist (i.e., 'needle sensation')",not_reported,"In accordance with the guidelines outlined in Acupuncture (Liang and Wang, 2016)","all acupuncture procedures were carried out by the same practitioner, who had more than 3 years of clinical experience",outcome assessors were blinded to group allocation and treatment status; fMRI data analysts were blinded to group allocation and time points during preprocessing and statistical analysis; blinding of acupuncturists was not feasible,experimental intervention; pre-post single-arm acupuncture group with healthy control comparison; resting-state fMRI collected before and after treatment in BP patients; single scan in healthy controls
41069516,arm_HC,HC group (healthy control group),healthy_control,48,48.0,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,,,[],,,,,,,,,,,,,,,,,,,,,,,outcome assessors were blinded to group allocation and treatment status; fMRI data analysts were blinded to group allocation and time points during preprocessing and statistical analysis; blinding of acupuncturists was not feasible,experimental intervention; pre-post single-arm acupuncture group with healthy control comparison; resting-state fMRI collected before and after treatment in BP patients; single scan in healthy controls
41310834,arm_acupuncture,acupuncture group,verum_acupuncture,24,23.0,Chronic insomnia disorder (CID),manual_acupuncture,manual acupuncture,"['Baihui (GV20)', 'Sishencong', 'Anmian', 'Shenmen (HT7)', 'Neiguan (PC6)', 'Sanyinjiao (SP6)']",bilateral stimulation for all except GV20 and Sishencong,"bilateral for Anmian, HT7, PC6, SP6; midline/single for GV20 and Sishencong",not_reported,not_reported,,"lifting, thrusting, twirling, and rotating",Disposable stainless-steel needles,"0.30 mm in diameter, 25 mm and 40 mm in length",False,not_applicable,not_applicable,approximately 30 min,30.0,approximately 30 min,30.0,20 sessions,20.0,four weeks,"yes; 'Deqi' sensation (characterized by sensations of pain, heaviness, numbness, swelling, or radiation) was induced through needle manipulation techniques",not_reported,not_reported,"two trained, licensed acupuncturists with over three years of clinical experience",not explicitly described; no sham arm included; participants in waitlist group received no treatment,"randomized, neuroimaging-based, controlled trial"
41310834,arm_waitlist,waitlist group,waitlist,24,21.0,Chronic insomnia disorder (CID),other,none,[],not_applicable,not_applicable,not_applicable,not_applicable,,not_applicable,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,,not_applicable,,not_applicable,,four weeks (no treatment),not_applicable,not_reported,not_reported,not_applicable,not explicitly described; no sham arm included; participants in waitlist group received no treatment,"randomized, neuroimaging-based, controlled trial"
41351443,AG,acupuncture group (AG),verum_acupuncture,36,35.0,Subjective cognitive decline (SCD),electroacupuncture,acupuncture with electroacupuncture,"['Baihui (DU20)', 'Shenting (DU24)', 'Fengfu (DU16)', 'Fengchi (GB20)', 'Danzhong (RN17)', 'Zhongwan (RN12)', 'Qihai (RN6)', 'Neiguan (PC6)', 'Tongli (HT5)', 'Xuehai (SP10)', 'Zusanli (ST36)', 'Zhaohai (KI6)', 'Xinshu (BL15)', 'Yixi (BL45)']",not_reported,not_reported,not_reported,not_reported,,"required to achieve de-qi (feeling of soreness, numbness, heaviness)","Disposable needles (Hwato, Suzhou, Jiangsu, China)",not_reported,True,dilatational wave of 2-100 Hz,current intensity of 0.1 to 1 mA,20 minutes,20.0,20 minutes,20.0,24 sessions,24.0,12 weeks (twice a week),"yes; de-qi (feeling of soreness, numbness, heaviness) required",not_reported,not_reported,acupuncturists (not blinded),"Except for the acupuncturists who could not be blinded due to the nature of the intervention, both the patients and the evaluators were blinded to the group allocation. Participants were separated by cubicles to avoid communication.","Secondary analysis of a 12-week randomized, sham acupuncture-controlled trial based on multi-model magnetic resonance imaging (MRI) data"
41351443,SG,sham acupuncture group (SG),sham_acupuncture,36,31.0,Subjective cognitive decline (SCD),sham_needling,sham acupuncture,[],sham acupoints away from any acupoints or meridians,not_reported,blunt-tip sham needles inserted into the adhesive pads rather than the skin,not_reported,,Procedures and other treatment settings for the SG were similar to those for the AG,blunt-tip sham needles,not_reported,False,not_applicable; the electro-acupuncture apparatus did not have any electricity output,not_applicable; the electro-acupuncture apparatus did not have any electricity output,20 minutes (similar to AG),20.0,20 minutes,20.0,24 sessions,24.0,12 weeks (twice a week),not_reported,participants were separated by cubicles to avoid communication,not_reported,acupuncturists (not blinded),"Except for the acupuncturists who could not be blinded due to the nature of the intervention, both the patients and the evaluators were blinded to the group allocation. Participants were separated by cubicles to avoid communication.","Secondary analysis of a 12-week randomized, sham acupuncture-controlled trial based on multi-model magnetic resonance imaging (MRI) data"
41520025,arm_EA,electroacupuncture (EA),verum_acupuncture,not_reported,19.0,Fibromyalgia (FM),electroacupuncture,electrical stimulation delivered via acupuncture needles,"['right LI-11 (lateral elbow)', 'LI-4 (dorsum of hand)', 'left GB-34 (lateral knee)', 'SP-6 (medial lower leg)', 'bilateral ST-36 (anterior lower leg)']","right LI-11 to LI-4, left GB-34 to SP-6, bilateral ST-36","right LI-11/LI-4, left GB-34/SP-6, bilateral ST-36",needle insertion,not_reported,,"electrical stimulation via low-frequency EA device with pulse width, frequency, and intensity individualized to each participant, based on their sensory and pain thresholds",not_reported,not_reported,True,low-frequency,individualized based on sensory and pain thresholds,Sessions lasted 25 min,25.0,25 min,25.0,eight treatment sessions,8.0,twice weekly over four weeks,not_reported,both groups wore blindfolds during treatment and received identical verbal instructions and treatment durations,"Acupoints selected based on their clinical relevance to common FM symptoms, such as multisite pain, headaches, gastrointestinal dysfunction, disrupted sleep, and chronic fatigue; electrostimulation targeted central pain pathways thought to modulate widespread pain",not_reported,blinded; both groups wore blindfolds during treatment and received identical verbal instructions and treatment durations,"single-site, blinded, sham-controlled, randomized, non-crossover longitudinal neuroimaging trial; secondary analysis of data from the trial"
