pmid,contrast_id,contrast_category,brain_region,hemisphere,x,y,z,coordinate_space,statistic_type,statistic_value,cluster_size,direction,coordinate_source,x_mni,y_mni,z_mni,region_assigned
40772121,NR_C2,verum_post_gt_pre,Temporal pole,R,29.0,10.0,-24.0,MNI,t,2.94,32,Increased functional connectivity post-intervention,Table 6,29.0,10.0,-24.0,Cort_Temporal Pole
40772121,NR_C2,verum_post_gt_pre,Anterior cingulate gyrus,R,4.0,24.0,28.0,MNI,t,2.67,28,Increased functional connectivity post-intervention,Table 6,4.0,24.0,28.0,"Cort_Cingulate Gyrus, anterior division"
40772121,NR_C2,verum_post_gt_pre,Hippocampus,R,29.0,-8.0,-14.0,MNI,t,2.55,26,Increased functional connectivity post-intervention,Table 6,29.0,-8.0,-14.0,unassigned
40772121,NR_C2,verum_post_gt_pre,"Lenticular nucleus, pallidum",R,20.0,3.0,8.0,MNI,t,3.31,21,Increased functional connectivity post-intervention,Table 6,20.0,3.0,8.0,unassigned
40772121,NR_C2,verum_post_gt_pre,Parahippocampal gyrus,midline,2.0,5.0,31.0,MNI,t,3.33,15,Increased functional connectivity post-intervention,Table 6,2.0,5.0,31.0,"Cort_Cingulate Gyrus, anterior division"
40772121,NR_C2,verum_post_gt_pre,Caudate nucleus,R,5.0,19.0,4.0,MNI,t,2.27,10,Increased functional connectivity post-intervention,Table 6,5.0,19.0,4.0,unassigned
40772121,NR_C3,sham_post_gt_pre,Lenticular putamen,R,29.0,-2.0,-1.0,MNI,t,3.0,30,Increased functional connectivity post-intervention,Table 7,29.0,-2.0,-1.0,Sub_Right Putamen
40772121,NR_C3,sham_post_gt_pre,Globus pallidum,R,23.0,-5.0,-2.0,MNI,t,2.77,12,Increased functional connectivity post-intervention,Table 7,23.0,-5.0,-2.0,Sub_Right Pallidum
40881782,nc_BBGISvsHC_decreased_FCD,group_comparison,SMA,R,3.0,-12.0,51.0,MNI,t-score,-5.9459,"1,416",Decreased (BBGIS < HC),table,3.0,-12.0,51.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
40881782,nc_BBGISvsHC_decreased_FCD,group_comparison,MTG,R,51.0,-48.0,9.0,MNI,t-score,-4.752,357,Decreased (BBGIS < HC),table,51.0,-48.0,9.0,"Cort_Middle Temporal Gyrus, temporooccipital part"
40881782,nc_BBGISvsHC_decreased_FCD,group_comparison,MFG,R,36.0,-3.0,51.0,MNI,t-score,-5.1443,262,Decreased (BBGIS < HC),table,36.0,-3.0,51.0,Cort_Middle Frontal Gyrus
40881782,nc_BBGISvsHC_decreased_FCD,group_comparison,C8,R,-15.0,-69.0,-60.0,MNI,t-score,-3.4251,113,Decreased (BBGIS < HC),table,-15.0,-69.0,-60.0,unassigned
40881782,nc_BBGISvsHC_decreased_FCD,group_comparison,C4/5,R,21.0,-45.0,-21.0,MNI,t-score,-3.477,157,Decreased (BBGIS < HC),table,21.0,-45.0,-21.0,unassigned
40881782,nc_BBGISvsHC_increased_FCD,group_comparison,FG,L,-27.0,-15.0,-42.0,MNI,t-score,6.4716,"2,111",Increased (BBGIS > HC),table,-27.0,-15.0,-42.0,unassigned
40881782,nc_BBGISvsHC_increased_FCD,group_comparison,TIFG,L,-45.0,27.0,15.0,MNI,t-score,3.8338,172,Increased (BBGIS > HC),table,-45.0,27.0,15.0,unassigned
40881782,nc_BBGISvsHC_increased_FCD,group_comparison,MTG,L,-24.0,-15.0,-39.0,MNI,t-score,5.5745,478,Increased (BBGIS > HC),table,-24.0,-15.0,-39.0,unassigned
40881782,nc_BBGISvsHC_increased_FCD,group_comparison,TIFG,L,-51.0,42.0,9.0,MNI,t-score,3.8364,220,Increased (BBGIS > HC),table,-51.0,42.0,9.0,Cort_Frontal Pole
40881782,nc_post_IDSA_SMA_within,verum_post_gt_pre,SMA_R,R,3.0,-12.0,51.0,MNI,t,−16.12,not_reported,Increased post-treatment,text,3.0,-12.0,51.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
40881782,nc_post_IDSA_C8_within,verum_post_gt_pre,C8_R,R,-15.0,-69.0,-60.0,MNI,t,−14.79,not_reported,Increased post-treatment,text,-15.0,-69.0,-60.0,unassigned
40881782,nc_between_SMA_treatment,verum_gt_sham,SMA_R,R,3.0,-12.0,51.0,MNI,F,"F(1,59) = 28.6",not_reported,IDSA ΔFCD = 0.64 ± 0.22 vs. Sham 0.11 ± 0.18,text,3.0,-12.0,51.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
40881782,nc_between_C8_treatment,verum_gt_sham,C8_R,R,-15.0,-69.0,-60.0,MNI,F,"F(1,59) = 9.4",not_reported,IDSA ΔFCD = 0.77 ± 0.91 vs. Sham 0.09 ± 0.21,text,-15.0,-69.0,-60.0,unassigned
40881782,NR_C1,group_comparison,SMA,R,3.0,-12.0,51.0,MNI,t,-5.9459,1416,decreased and increased FCD in BBGIS vs HCs,Table 2,3.0,-12.0,51.0,Cort_Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex)
40881782,NR_C1,group_comparison,FG,L,-27.0,-15.0,-42.0,MNI,t,6.4716,2111,decreased and increased FCD in BBGIS vs HCs,Table 2,-27.0,-15.0,-42.0,unassigned
40881782,NR_C1,group_comparison,TIFG,L,-45.0,27.0,15.0,MNI,t,3.8338,172,decreased and increased FCD in BBGIS vs HCs,Table 2,-45.0,27.0,15.0,unassigned
40881782,NR_C1,group_comparison,C8,L,-15.0,-69.0,-60.0,MNI,t,-3.4251,113,decreased and increased FCD in BBGIS vs HCs,Table 2,-15.0,-69.0,-60.0,unassigned
40881782,NR_C1,group_comparison,MTG,L,-24.0,-15.0,-39.0,MNI,t,5.5745,478,decreased and increased FCD in BBGIS vs HCs,Table 2,-24.0,-15.0,-39.0,unassigned
40881782,NR_C1,group_comparison,C4/5,R,21.0,-45.0,-21.0,MNI,t,-3.477,157,decreased and increased FCD in BBGIS vs HCs,Table 2,21.0,-45.0,-21.0,unassigned
40881782,NR_C1,group_comparison,MTG,R,51.0,-48.0,9.0,MNI,t,-4.752,357,decreased and increased FCD in BBGIS vs HCs,Table 2,51.0,-48.0,9.0,"Cort_Middle Temporal Gyrus, temporooccipital part"
40881782,NR_C1,group_comparison,TIFG,L,-51.0,42.0,9.0,MNI,t,3.8364,220,decreased and increased FCD in BBGIS vs HCs,Table 2,-51.0,42.0,9.0,Cort_Frontal Pole
40881782,NR_C1,group_comparison,MFG,R,36.0,-3.0,51.0,MNI,t,-5.1443,262,decreased and increased FCD in BBGIS vs HCs,Table 2,36.0,-3.0,51.0,Cort_Middle Frontal Gyrus
40963943,con_TTH_ALFF_decrease,deactivation,Lingual gyrus,L/R,-9.0,-78.0,-9.0,MNI,T value,-8.21,"1,125",decrease,table,-9.0,-78.0,-9.0,Cort_Lingual Gyrus
40963943,con_TTH_ALFF_decrease,deactivation,Precentral/Postcentral gyrus,R,48.0,-21.0,51.0,MNI,T value,-10.84,246,decrease,table,48.0,-21.0,51.0,Cort_Postcentral Gyrus
40963943,con_TTH_ALFF_decrease,deactivation,Postcentral gyrus,L,-18.0,-30.0,60.0,MNI,T value,-8.86,108,decrease,table,-18.0,-30.0,60.0,Cort_Precentral Gyrus
40963943,con_TTH_ALFF_decrease,deactivation,Postcentral gyrus,L,-51.0,-18.0,36.0,MNI,T value,-8.44,74,decrease,table,-51.0,-18.0,36.0,Cort_Postcentral Gyrus
40963943,con_TTH_ALFF_decrease,deactivation,Inferior occipital gyrus,L,-45.0,-69.0,-3.0,MNI,T value,-8.18,30,decrease,table,-45.0,-69.0,-3.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_TTH_ALFF_increase,verum_gt_rest,Anterior cingulate cortex,R,3.0,45.0,12.0,MNI,T value,8.30,72,increase,table,3.0,45.0,12.0,Cort_Paracingulate Gyrus
40963943,con_TTH_ALFF_increase,verum_gt_rest,Medial frontal cortex,R,3.0,60.0,-6.0,MNI,T value,11.62,42,increase,table,3.0,60.0,-6.0,Cort_Frontal Pole
40963943,con_TTH_fALFF_decrease,deactivation,Precentral gyrus medial segment,L/R,-9.0,-27.0,48.0,MNI,T value,-7.58,152,decrease,table,-9.0,-27.0,48.0,Cort_Precentral Gyrus
40963943,con_TTH_fALFF_decrease,deactivation,Inferior occipital gyrus,R,45.0,-75.0,-6.0,MNI,T value,-7.89,116,decrease,table,45.0,-75.0,-6.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_TTH_fALFF_decrease,deactivation,Inferior occipital gyrus,L,-39.0,-84.0,-12.0,MNI,T value,-7.74,153,decrease,table,-39.0,-84.0,-12.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_TTH_fALFF_increase,verum_gt_rest,Caudate nucleus,R,18.0,6.0,0.0,MNI,T value,7.97,44,increase,table,18.0,6.0,0.0,Sub_Right Pallidum
40963943,con_TTH_ReHo_decrease,deactivation,Lingual gyrus,L/R,9.0,-72.0,-3.0,MNI,T value,-8.13,656,decrease,table,9.0,-72.0,-3.0,Cort_Lingual Gyrus
40963943,con_TTH_ReHo_decrease,deactivation,Postcentral gyrus,R,57.0,-6.0,24.0,MNI,T value,-6.40,42,decrease,table,57.0,-6.0,24.0,Cort_Postcentral Gyrus
40963943,con_TTH_ReHo_decrease,deactivation,Postcentral gyrus,L,-6.0,-39.0,57.0,MNI,T value,-9.56,"1,189",decrease,table,-6.0,-39.0,57.0,Cort_Postcentral Gyrus
40963943,con_TTH_ReHo_decrease,deactivation,Lingual gyrus,L,-12.0,-75.0,-9.0,MNI,T value,-7.38,195,decrease,table,-12.0,-75.0,-9.0,Cort_Lingual Gyrus
40963943,con_TTH_ReHo_decrease,deactivation,Parietal operculum,L,-36.0,-24.0,15.0,MNI,T value,-6.83,38,decrease,table,-36.0,-24.0,15.0,Cort_Parietal Opercular Cortex
40963943,con_TTH_ReHo_decrease,deactivation,Superior temporal gyrus,L,-54.0,-15.0,-9.0,MNI,T value,-6.11,37,decrease,table,-54.0,-15.0,-9.0,"Cort_Superior Temporal Gyrus, posterior division"
40963943,con_TTH_ReHo_increase,verum_gt_rest,Middle frontal gyrus,R,45.0,42.0,12.0,MNI,T value,6.94,46,increase,table,45.0,42.0,12.0,Cort_Frontal Pole
40963943,con_TTH_ReHo_increase,verum_gt_rest,Superior frontal gyrus,R,21.0,36.0,42.0,MNI,T value,7.17,41,increase,table,21.0,36.0,42.0,Cort_Frontal Pole
40963943,con_TTH_ReHo_increase,verum_gt_rest,Middle frontal gyrus,L,-24.0,21.0,42.0,MNI,T value,6.82,375,increase,table,-24.0,21.0,42.0,unassigned
40963943,con_TTH_ReHo_increase,verum_gt_rest,Supramarginal gyrus,L,-54.0,-39.0,36.0,MNI,T value,7.96,70,increase,table,-54.0,-39.0,36.0,"Cort_Supramarginal Gyrus, anterior division"
40963943,con_TTH_ReHo_increase,verum_gt_rest,Precuneus,L,0.0,-63.0,27.0,MNI,T value,7.23,52,increase,table,0.0,-63.0,27.0,Cort_Precuneous Cortex
40963943,con_HC_ALFF_decrease,deactivation,Precentral/Postcentral gyrus,R,39.0,-18.0,57.0,MNI,T value,-8.41,139,decrease,table,39.0,-18.0,57.0,Cort_Precentral Gyrus
40963943,con_HC_ALFF_decrease,deactivation,Precentral gyrus,R,12.0,-30.0,63.0,MNI,T value,-6.30,40,decrease,table,12.0,-30.0,63.0,unassigned
40963943,con_HC_ALFF_decrease,deactivation,Inferior occipital gyrus,L,-45.0,-72.0,-6.0,MNI,T value,-12.04,763,decrease,table,-45.0,-72.0,-6.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_HC_ALFF_decrease,deactivation,Postcentral/Precentral gyrus,L,-57.0,-18.0,48.0,MNI,T value,-11.51,113,decrease,table,-57.0,-18.0,48.0,Cort_Postcentral Gyrus
40963943,con_HC_ALFF_decrease,deactivation,Lingual gyrus,L,-9.0,-78.0,-9.0,MNI,T value,-8.50,68,decrease,table,-9.0,-78.0,-9.0,Cort_Lingual Gyrus
40963943,con_HC_ALFF_decrease,deactivation,Precentral gyrus medial segment,L,-3.0,-27.0,51.0,MNI,T value,-8.04,45,decrease,table,-3.0,-27.0,51.0,Cort_Precentral Gyrus
40963943,con_HC_ALFF_increase,verum_gt_rest,Angular gyrus,R,42.0,-57.0,45.0,MNI,T value,9.73,47,increase,table,42.0,-57.0,45.0,"Cort_Lateral Occipital Cortex, superior division"
40963943,con_HC_fALFF_decrease,deactivation,Lingual/Inferior occipital gyrus,R,21.0,-60.0,-12.0,MNI,T value,-10.69,216,decrease,table,21.0,-60.0,-12.0,Cort_Lingual Gyrus
40963943,con_HC_fALFF_decrease,deactivation,Inferior occipital gyrus,L,-45.0,-75.0,-6.0,MNI,T value,-9.80,264,decrease,table,-45.0,-75.0,-6.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_HC_ReHo_decrease,deactivation,Postcentral/Precentral gyrus,L/R,-39.0,-33.0,63.0,MNI,T value,-13.17,"1,478",decrease,table,-39.0,-33.0,63.0,Cort_Postcentral Gyrus
40963943,con_HC_ReHo_decrease,deactivation,Lingual gyrus,R,18.0,-57.0,-6.0,MNI,T value,-9.56,418,decrease,table,18.0,-57.0,-6.0,Cort_Lingual Gyrus
40963943,con_HC_ReHo_decrease,deactivation,Superior/Middle temporal gyrus,L,-60.0,-36.0,6.0,MNI,T value,-9.19,146,decrease,table,-60.0,-36.0,6.0,"Cort_Superior Temporal Gyrus, posterior division"
40963943,con_HC_ReHo_decrease,deactivation,Inferior occipital gyrus,L,-45.0,-72.0,-3.0,MNI,T value,-8.14,58,decrease,table,-45.0,-72.0,-3.0,"Cort_Lateral Occipital Cortex, inferior division"
40963943,con_HC_ReHo_decrease,deactivation,Lingual gyrus,L,-24.0,-60.0,-9.0,MNI,T value,-6.56,38,decrease,table,-24.0,-60.0,-9.0,Cort_Lingual Gyrus
40963943,con_HC_ReHo_increase,verum_gt_rest,Precuneus,L/R,3.0,-63.0,39.0,MNI,T value,10.73,287,increase,table,3.0,-63.0,39.0,Cort_Precuneous Cortex
40963943,con_HC_ReHo_increase,verum_gt_rest,Angular gyrus,R,39.0,-69.0,39.0,MNI,T value,7.01,115,increase,table,39.0,-69.0,39.0,"Cort_Lateral Occipital Cortex, superior division"
40963943,con_HC_ReHo_increase,verum_gt_rest,Supramarginal gyrus,L,-63.0,-30.0,36.0,MNI,T value,10.20,103,increase,table,-63.0,-30.0,36.0,"Cort_Supramarginal Gyrus, anterior division"
40963943,con_HC_ReHo_increase,verum_gt_rest,Superior frontal gyrus,L,-18.0,18.0,54.0,MNI,T value,6.26,69,increase,table,-18.0,18.0,54.0,Cort_Superior Frontal Gyrus
40963943,con_TTH_pain_ALFF_decrease,correlation_deqi,Calcarine cortex,L/R,6.0,-78.0,3.0,MNI,T value,-7.36,189,decrease,table,6.0,-78.0,3.0,Cort_Intracalcarine Cortex
40963943,con_TTH_pain_ALFF_decrease,correlation_deqi,Precentral/Postcentral gyrus,R,48.0,-24.0,51.0,MNI,T value,-9.37,65,decrease,table,48.0,-24.0,51.0,Cort_Postcentral Gyrus
40963943,con_TTH_pain_ReHo_decrease,correlation_deqi,Precentral/Postcentral gyrus,R,48.0,-21.0,48.0,MNI,T value,-9.50,376,decrease,table,48.0,-21.0,48.0,Cort_Postcentral Gyrus
40963943,con_TTH_pain_ReHo_decrease,correlation_deqi,Cuneus,R,9.0,-81.0,15.0,MNI,T value,-8.73,100,decrease,table,9.0,-81.0,15.0,unassigned
40963943,con_TTH_pain_ReHo_decrease,correlation_deqi,Lingual gyrus,R,9.0,-72.0,-3.0,MNI,T value,-6.97,43,decrease,table,9.0,-72.0,-3.0,Cort_Lingual Gyrus
40963943,con_HC_pain_ALFF_decrease,correlation_deqi,Lingual gyrus,R,12.0,-48.0,-6.0,MNI,T value,-9.31,55,decrease,table,12.0,-48.0,-6.0,Cort_Lingual Gyrus
40963943,con_HC_pain_ReHo_mixed,correlation_deqi,Precentral/Postcentral gyrus,R,21.0,-30.0,60.0,MNI,T value,-8.49,126,decrease,table,21.0,-30.0,60.0,Cort_Postcentral Gyrus
40963943,con_HC_pain_ReHo_mixed,correlation_deqi,Lingual gyrus,R,12.0,-54.0,-6.0,MNI,T value,-8.82,116,decrease,table,12.0,-54.0,-6.0,Cort_Lingual Gyrus
40963943,con_HC_pain_ReHo_mixed,correlation_deqi,Postcentral gyrus,L,-39.0,-33.0,63.0,MNI,T value,-11.24,211,decrease,table,-39.0,-33.0,63.0,Cort_Postcentral Gyrus
40963943,con_HC_pain_ReHo_mixed,correlation_deqi,Precuneus,R,6.0,-63.0,42.0,MNI,T value,10.47,91,increase,table,6.0,-63.0,42.0,Cort_Precuneous Cortex
40963943,con_HC_deqi_ReHo_decrease,correlation_deqi,Precentral/Postcentral gyrus,R,12.0,-30.0,66.0,MNI,T value,-24.24,96,decrease,table,12.0,-30.0,66.0,Cort_Precentral Gyrus
40963943,con_HC_deqi_ReHo_decrease,correlation_deqi,Postcentral gyrus,L,-42.0,-36.0,60.0,MNI,T value,-14.96,40,decrease,table,-42.0,-36.0,60.0,Cort_Postcentral Gyrus
40974865,15876491_C1,verum_gt_sham,Superior temporal gyrus,L,-53.0,-31.0,9.0,TAL,t,2.92,not_reported,activation,Table 1,-52.1136,-29.618799999999997,9.773600000000002,Cort_Planum Temporale
40974865,15876491_C1,verum_gt_sham,Middle temporal gyrus,R,65.0,-16.0,-14.0,TAL,t,3.37,not_reported,activation,Table 1,63.79559999999999,-16.1448,-12.088600000000001,"Cort_Middle Temporal Gyrus, posterior division"
40974865,15876491_C1,verum_gt_sham,Occipital lobe,L,-40.0,-74.0,-13.0,TAL,t,4.2,not_reported,activation,Table 1,-40.1148,-72.2892,-8.3567,"Cort_Lateral Occipital Cortex, inferior division"
40974865,15876491_C1,verum_gt_sham,Occipital lobe,R,30.0,-66.0,-5.0,TAL,t,3.04,not_reported,activation,Table 1,29.502,-64.1708,-1.3935,unassigned
40974865,15876491_C1,verum_gt_sham,Posterior cingulate,midline,2.0,-46.0,10.0,TAL,t,3.82,not_reported,activation,Table 1,2.376,-44.1048,11.42,"Cort_Cingulate Gyrus, posterior division"
40974865,15876491_C1,verum_gt_sham,Parahippocampal gyrus,R,24.0,-31.0,-5.0,TAL,t,3.35,not_reported,activation,Table 1,23.561999999999998,-30.2628,-3.091,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Dentate,L,-14.0,-48.0,-26.0,TAL,t,3.69,not_reported,activation,Table 1,-14.8896,-47.6984,-21.5634,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Culmen,L,-32.0,-48.0,-18.0,TAL,t,3.34,not_reported,activation,Table 1,-32.3928,-47.330400000000004,-14.212200000000003,Cort_Temporal Occipital Fusiform Cortex
40974865,15876491_C1,verum_gt_sham,Cerebellum - Culmen,midline,2.0,-43.0,-6.0,TAL,t,3.25,not_reported,activation,Table 1,1.7424,-41.934400000000004,-3.4279000000000006,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Declive,R,8.0,-75.0,-16.0,TAL,t,3.71,not_reported,activation,Table 1,7.2863999999999995,-73.396,-11.064900000000002,Cort_Lingual Gyrus
40974865,15876491_C1,verum_gt_sham,Cerebellum - Pyramis,L,-16.0,-69.0,-28.0,TAL,t,3.69,not_reported,activation,Table 1,-16.9488,-68.1352,-22.382700000000003,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Pyramis,R,18.0,-60.0,-29.0,TAL,t,3.35,not_reported,activation,Table 1,16.6716,-59.462,-23.738100000000003,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Uvula,R,12.0,-81.0,-23.0,TAL,t,3.16,not_reported,activation,Table 1,10.969199999999999,-79.53080000000001,-17.206200000000003,unassigned
40974865,15876491_C1,verum_gt_sham,Cerebellum - Inferior semi-lunar lobule,L,-12.0,-77.0,-35.0,TAL,t,2.98,not_reported,activation,Table 1,-13.265999999999998,-76.2076,-28.427000000000003,unassigned
40974865,15876491_C2,deactivation,Middle frontal gyrus,L,-8.0,58.0,-1.0,TAL,t,2.8,not_reported,deactivation,Table 1,-7.9596,56.1444,-3.7319000000000004,Cort_Frontal Pole
40974865,15876491_C2,deactivation,Middle frontal gyrus,R,16.0,33.0,-3.0,TAL,t,2.9,not_reported,deactivation,Table 1,15.7212,31.8324,-4.357200000000001,unassigned
40974865,15876491_C2,deactivation,Inferior frontal gyrus,L,-50.0,43.0,2.0,TAL,t,3.07,not_reported,deactivation,Table 1,-49.4208,41.7504,-0.24770000000000003,Cort_Frontal Pole
40974865,15876491_C2,deactivation,Superior parietal lobule,R,18.0,-69.0,55.0,TAL,t,5.86,not_reported,deactivation,Table 1,19.998,-64.3172,53.886,"Cort_Lateral Occipital Cortex, superior division"
40974865,15876491_C2,deactivation,Inferior parietal lobule,L,-61.0,-41.0,35.0,TAL,t,4.32,not_reported,deactivation,Table 1,-59.004,-38.1108,34.150000000000006,"Cort_Supramarginal Gyrus, anterior division"
40974865,15876491_C2,deactivation,Superior temporal gyrus,R,65.0,-32.0,20.0,TAL,t,4.31,not_reported,deactivation,Table 1,65.142,-30.0816,19.93,"Cort_Superior Temporal Gyrus, posterior division"
40974865,15876491_C2,deactivation,Occipital lobe,R,20.0,-95.0,-2.0,TAL,t,3.44,not_reported,deactivation,Table 1,19.7208,-92.128,2.7697,Cort_Occipital Pole
40974865,15876491_C2,deactivation,Occipital lobe,R,16.0,-101.0,3.0,TAL,t,3.35,not_reported,deactivation,Table 1,15.9588,-97.71079999999999,7.655200000000001,Cort_Occipital Pole
40974865,15876491_C2,deactivation,Anterior cingulate,R,6.0,37.0,4.0,TAL,t,2.7,not_reported,deactivation,Table 1,6.0984,36.029599999999995,1.8811000000000002,"Cort_Cingulate Gyrus, anterior division"
40974865,15876491_C3,verum_gt_sham,Middle temporal gyrus,R,50.0,12.0,-33.0,TAL,t,3.3,not_reported,activation,Table 1,48.1932,10.1076,-30.905700000000003,Cort_Temporal Pole
40974865,15876491_C3,verum_gt_sham,Temporal pole,R,36.0,20.0,-28.0,TAL,t,3.04,not_reported,activation,Table 1,34.5312,18.088,-26.6992,Cort_Temporal Pole
40974865,15876491_C3,verum_gt_sham,Cerebellum - Culmen,R,16.0,-38.0,-13.0,TAL,t,2.97,not_reported,activation,Table 1,15.3252,-37.4124,-10.1027,Cort_Lingual Gyrus
40974865,15876491_C4,deactivation,Superior frontal gyrus,L,-26.0,45.0,38.0,TAL,t,3.25,not_reported,deactivation,Table 1,-24.2352,45.343999999999994,32.7357,Cort_Frontal Pole
40974865,15876491_C4,deactivation,Middle frontal gyrus,L,-30.0,56.0,-6.0,TAL,t,3.19,not_reported,deactivation,Table 1,-29.9376,53.9768,-8.229400000000002,Cort_Frontal Pole
40974865,15876491_C4,deactivation,Middle frontal gyrus,R,46.0,50.0,-8.0,TAL,t,3.23,not_reported,deactivation,Table 1,45.2232,48.071999999999996,-9.776200000000001,Cort_Frontal Pole
40974865,15876491_C4,deactivation,Inferior frontal gyrus,L,-59.0,9.0,22.0,TAL,t,2.95,not_reported,deactivation,Table 1,-57.538799999999995,9.731200000000001,19.779300000000003,Cort_Precentral Gyrus
40974865,15876491_C4,deactivation,Precentral gyrus,L,-50.0,-7.0,50.0,TAL,t,3.05,not_reported,deactivation,Table 1,-47.52,-4.4816,46.2845,Cort_Precentral Gyrus
40974865,15876491_C4,deactivation,Inferior parietal lobule,L,-63.0,-33.0,35.0,TAL,t,3.84,not_reported,deactivation,Table 1,-60.983999999999995,-30.360400000000002,33.762,"Cort_Supramarginal Gyrus, anterior division"
40974865,15876491_C4,deactivation,Inferior parietal lobule,R,55.0,-38.0,48.0,TAL,t,3.39,not_reported,deactivation,Table 1,56.35080000000001,-34.6064,45.95020000000001,"Cort_Supramarginal Gyrus, anterior division"
40974865,15876491_C4,deactivation,Superior temporal gyrus,R,53.0,-4.0,-3.0,TAL,t,3.12,not_reported,deactivation,Table 1,52.3512,-4.0132,-2.5627000000000004,Cort_Planum Polare
40974865,15876491_C4,deactivation,Middle temporal gyrus,L,-59.0,-35.0,-8.0,TAL,t,3.8,not_reported,deactivation,Table 1,-58.7268,-34.276,-5.653700000000001,"Cort_Middle Temporal Gyrus, posterior division"
40974865,15876491_C4,deactivation,Thalamus (pulvinar),L,-12.0,-31.0,5.0,TAL,t,3.17,not_reported,deactivation,Table 1,-11.681999999999999,-29.802799999999998,6.098,Sub_Left Thalamus
40995472,contrast_female_activation,verum_gt_rest,Cerebelum_8_L,L,-18.0,-78.0,-51.0,not_reported,F-value,6.2024,23,activation,table,-18.0,-78.0,-51.0,unassigned
40995472,contrast_female_activation,verum_gt_rest,SupraMarginal_R,R,66.0,-15.0,27.0,not_reported,F-value,9.6608,292,activation,table,66.0,-15.0,27.0,Cort_Postcentral Gyrus
40995472,contrast_female_activation,verum_gt_rest,Postcentral_L,L,-54.0,-18.0,18.0,not_reported,F-value,8.6439,88,activation,table,-54.0,-18.0,18.0,Cort_Central Opercular Cortex
40995472,contrast_male_activation,verum_gt_rest,SupraMarginal_R,R,69.0,-24.0,27.0,not_reported,F-value,10.8782,368,activation,table,69.0,-24.0,27.0,unassigned
40995472,contrast_male_activation,verum_gt_rest,Rolandic_Oper_L,L,-48.0,0.0,6.0,not_reported,F-value,8.1561,158,activation,table,-48.0,0.0,6.0,Cort_Central Opercular Cortex
40995472,contrast_male_activation,verum_gt_rest,Paracentral_Lobule_R,R,9.0,-15.0,63.0,not_reported,F-value,6.9088,89,activation,table,9.0,-15.0,63.0,unassigned
40995472,contrast_fc_supramarginal_female_gt_male,group_comparison,Cerebellum_6_L,L,-24.0,-60.0,-30.0,not_reported,t-value,5.500,36,enhanced FC in females relative to males,table,-24.0,-60.0,-30.0,unassigned
40995472,contrast_fc_supramarginal_female_gt_male,group_comparison,Cingulate_Mid_R,R,9.0,6.0,33.0,not_reported,t-value,4.882,44,enhanced FC in females relative to males,table,9.0,6.0,33.0,unassigned
40995472,contrast_fc_supramarginal_female_gt_male,group_comparison,Putamen R,R,39.0,-12.0,-9.0,not_reported,t-value,4.864,41,enhanced FC in females relative to males,table,39.0,-12.0,-9.0,Cort_Insular Cortex
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Caudate_L,L,-18.0,9.0,15.0,not_reported,t-value,7.383,176,enhanced FC in females relative to males,table,-18.0,9.0,15.0,Sub_Left Caudate
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Caudate_R,R,12.0,3.0,12.0,not_reported,t-value,5.739,176,enhanced FC in females relative to males,table,12.0,3.0,12.0,Sub_Right Caudate
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Precuneus_R,R,9.0,-39.0,3.0,not_reported,t-value,5.287,176,enhanced FC in females relative to males,table,9.0,-39.0,3.0,Sub_Right Hippocampus
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Calcarine_L,L,-3.0,-57.0,3.0,not_reported,t-value,6.592,197,enhanced FC in females relative to males,table,-3.0,-57.0,3.0,unassigned
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Lingual_R,R,6.0,-78.0,-6.0,not_reported,t-value,5.565,197,enhanced FC in females relative to males,table,6.0,-78.0,-6.0,Cort_Lingual Gyrus
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Lingual_L,L,-12.0,-39.0,-3.0,not_reported,t-value,4.523,197,enhanced FC in females relative to males,table,-12.0,-39.0,-3.0,"Cort_Parahippocampal Gyrus, posterior division"
40995472,contrast_fc_thalamus_L_female_gt_male,group_comparison,Postcentral_L,L,-30.0,-30.0,54.0,not_reported,t-value,5.482,44,enhanced FC in females relative to males,table,-30.0,-30.0,54.0,Cort_Postcentral Gyrus
