pmid,contrast_id,contrast_category,brain_region,hemisphere,x,y,z,coordinate_space,statistic_type,statistic_value,cluster_size,direction,coordinate_source
35734477,27548054_C5,other,"Sub-lobar, extra-nuclear",R,27.0,-36.0,12.0,TAL,t,3.7882,103,activation,Table 2
35734477,27548054_C6,deactivation,"Occipital lobe, cuneus",L,-15.0,-99.0,0.0,TAL,t,-3.4428,121,deactivation,Table 2
35734477,27548054_C6,deactivation,"Occipital lobe, cuneus",R,12.0,-78.0,12.0,TAL,t,-4.8673,153,deactivation,Table 2
35734477,27548054_C7,other,Superior occipital gyrus,L,-33.0,-75.0,24.0,TAL,t,4.7224,91,activation,Table 3
35734477,27548054_C7,other,Inferior frontal gyrus,L,-48.0,42.0,9.0,TAL,t,3.7627,87,activation,Table 3
35734477,27548054_C8,deactivation,Superior temporal gyrus,L,-36.0,-12.0,-15.0,TAL,t,-4.7235,161,deactivation,Table 3
35734477,27548054_C8,deactivation,Medial frontal gyrus,L,-12.0,-21.0,57.0,TAL,t,-4.4383,103,deactivation,Table 3
35734477,27548054_C8,deactivation,"Occipital lobe, cuneus",L,-18.0,-99.0,-3.0,TAL,t,-4.0951,96,deactivation,Table 3
35734477,27548054_C8,deactivation,Middle frontal gyrus,R,36.0,48.0,-9.0,TAL,t,-5.0098,86,deactivation,Table 3
35734477,27548054_C8,deactivation,"Right brainstem, pons",R,6.0,-33.0,-33.0,TAL,t,-3.5016,88,deactivation,Table 3
35734477,27548054_C9,verum_gt_sham,"Frontal lobe, paracentral lobule",L,-3.0,-33.0,69.0,TAL,t,5.0682,575,activation,Table 2
35734477,27548054_C9,verum_gt_sham,"Occipital lobe, cuneus",L,-3.0,-102.0,-3.0,TAL,t,4.07,300,activation,Table 2
35734477,27548054_C9,verum_gt_sham,"Cerebellum posterior lobe, cerebelum_Crus2_R",R,9.0,-93.0,-30.0,TAL,t,4.618,261,activation,Table 2
35734477,27548054_C10,deactivation,"Limbic lobe, posterior cingulate",R,18.0,-66.0,3.0,TAL,t,-4.8673,113,deactivation,Table 2
35734477,27548054_C10,deactivation,Inferior frontal gyrus,R,48.0,9.0,22.0,TAL,t,-6.9094,1196,deactivation,Table 2
35734477,27548054_C10,deactivation,"Cerebellum posterior lobe, uvula",R,15.0,-69.0,-42.0,TAL,t,-3.8729,201,deactivation,Table 2
35734477,27548054_C10,deactivation,"Right brainstem, midbrain",R,3.0,-33.0,-18.0,TAL,t,-5.2822,770,deactivation,Table 2
35734477,27548054_C11,verum_gt_sham,"Sub-lobar, extra-nuclear",R,3.0,-12.0,-6.0,TAL,t,4.1944,85,activation,Table 3
35734477,27548054_C12,deactivation,"Frontal lobe, precentral gyrus",R,66.0,-3.0,30.0,TAL,t,-4.3068,94,deactivation,Table 3
35734477,27548054_C12,deactivation,"Occipital lobe, lingual gyrus",R,18.0,-84.0,-15.0,TAL,t,-4.0172,130,deactivation,Table 3
35734477,27548054_C12,deactivation,Middle temporal gyrus,R,72.0,-21.0,3.0,TAL,t,-3.8863,110,deactivation,Table 3
35832324,con_alff_neiguan_post_vs_pre_increased,verum_post_gt_pre,Left parahippocampal gyrus,Left,-33.0,-33.0,-18.0,MNI,T Value,6.9661,59 voxels,increased,table
35832324,con_alff_neiguan_post_vs_pre_increased,verum_post_gt_pre,Right superior temporal gyrus,Right,51.0,-9.0,-15.0,MNI,T Value,4.9743,26 voxels,increased,table
35832324,con_alff_neiguan_post_vs_pre_decreased,deactivation,Right middle frontal gyrus,Right,42.0,45.0,15.0,MNI,T Value,-5.5733,57 voxels,decreased,table
35832324,con_alff_neiguan_post_vs_pre_decreased,deactivation,Right precuneus,Right,-9.0,-60.0,45.0,MNI,T Value,-8.0823,161 voxels,decreased,table
35832324,con_alff_nonacupoint_post_vs_pre_increased,sham_post_gt_pre,Right thalamus,Right,12.0,-21.0,-3.0,MNI,T Value,4.9968,16 voxels,increased,table
35832324,con_alff_nonacupoint_post_vs_pre_increased,sham_post_gt_pre,Right middle frontal gyrus,Right,45.0,45.0,3.0,MNI,T Value,5.1529,26 voxels,increased,table
35832324,con_alff_nonacupoint_post_vs_pre_decreased,deactivation,Left middle frontal gyrus,Left,-39.0,36.0,30.0,MNI,T Value,-3.7076,30 voxels,decreased,table
35832324,con_fc_seed_parahippo_fusiform_increased,verum_post_gt_pre,Vermis cerebelli,not_reported,0.0,-60.0,-21.0,MNI,T value,5.1684,28 voxels,increased,table
35832324,con_fc_seed_parahippo_fusiform_increased,verum_post_gt_pre,Left fusiform gyrus,Left,-21.0,-42.0,-12.0,MNI,T value,6.7581,36 voxels,increased,table
35832324,con_fc_seed_parahippo_fusiform_increased,verum_post_gt_pre,Left gyrus frontalis inferior,Left,-45.0,15.0,27.0,MNI,T value,5.8714,62 voxels,increased,table
35832324,con_fc_seed_parahippo_fusiform_increased,verum_post_gt_pre,Left gyrus angularis,Left,-45.0,-57.0,27.0,MNI,T value,5.2142,65 voxels,increased,table
35832324,con_fc_seed_sup_temporal_increased,verum_post_gt_pre,Right cerebellar hemispheres,Right,21.0,-54.0,-39.0,MNI,T value,5.5803,57 voxels,increased,table
35832324,con_fc_seed_sup_temporal_increased,verum_post_gt_pre,Right gyrus temporalis medius,Right,54.0,-12.0,-18.0,MNI,T value,7.261,119 voxels,increased,table
35832324,con_fc_seed_sup_temporal_increased,verum_post_gt_pre,Right gyrus frontalis inferior,Right,39.0,15.0,-15.0,MNI,T value,6.0216,63 voxels,increased,table
35832324,con_fc_seed_sup_temporal_increased,verum_post_gt_pre,Right fusiform gyrus,Right,27.0,-99.0,-3.0,MNI,T value,5.9519,79 voxels,increased,table
35832324,con_fc_seed_sup_temporal_increased,verum_post_gt_pre,Right precentral gyrus,Right,51.0,-3.0,54.0,MNI,T value,9.7371,25 voxels,increased,table
35832324,con_fc_seed_sup_temporal_decreased,deactivation,Left superior temporal gyrus,Left,-54.0,-9.0,6.0,MNI,T value,-5.2652,69 voxels,decreased,table
35832324,con_fc_seed_midfrontal_decreased,deactivation,Left middle frontal gyrus,Left,-36.0,51.0,9.0,MNI,T value,-4.461,74 voxels,decreased,table
35832324,con_fc_seed_midfrontal_decreased,deactivation,Left cuneus,Left,-15.0,-75.0,36.0,MNI,T value,-5.0606,65 voxels,decreased,table
35832324,con_fc_seed_precuneus_decreased,deactivation,Right orbitofrontal back,Right,12.0,21.0,-24.0,MNI,T value,-6.4883,44 voxels,decreased,table
35832324,con_fc_seed_precuneus_decreased,deactivation,Right precuneus,Right,12.0,-60.0,27.0,MNI,T value,-7.2867,88 voxels,decreased,table
35832324,35821874_C1,verum_post_gt_pre,Left parahippocampal gyrus,L,-33.0,-33.0,-18.0,MNI,t,6.9661,59,activated (increased ALFF) and deactivated (decreased ALFF),Table 1
35832324,35821874_C1,verum_post_gt_pre,Right superior temporal gyrus,R,51.0,-9.0,-15.0,MNI,t,4.9743,26,activated (increased ALFF) and deactivated (decreased ALFF),Table 1
35832324,35821874_C1,verum_post_gt_pre,Right middle frontal gyrus,R,42.0,45.0,15.0,MNI,t,-5.5733,57,activated (increased ALFF) and deactivated (decreased ALFF),Table 1
35832324,35821874_C1,verum_post_gt_pre,Right precuneus,L,-9.0,-60.0,45.0,MNI,t,-8.0823,161,activated (increased ALFF) and deactivated (decreased ALFF),Table 1
35832324,35821874_C2,sham_post_gt_pre,Right thalamus,R,12.0,-21.0,-3.0,MNI,t,4.9968,16,activated (increased ALFF) and deactivated (decreased ALFF),Table 2
35832324,35821874_C2,sham_post_gt_pre,Right middle frontal gyrus,R,45.0,45.0,3.0,MNI,t,5.1529,26,activated (increased ALFF) and deactivated (decreased ALFF),Table 2
35832324,35821874_C2,sham_post_gt_pre,Left middle frontal gyrus,L,-39.0,36.0,30.0,MNI,t,-3.7076,30,activated (increased ALFF) and deactivated (decreased ALFF),Table 2
35832324,35821874_C3,verum_post_gt_pre,Vermis cerebelli,midline,0.0,-60.0,-21.0,MNI,t,5.1684,28,increased FC,Table 3
35832324,35821874_C3,verum_post_gt_pre,Left fusiform gyrus,L,-21.0,-42.0,-12.0,MNI,t,6.7581,36,increased FC,Table 3
35832324,35821874_C3,verum_post_gt_pre,Left gyrus frontalis inferior,L,-45.0,15.0,27.0,MNI,t,5.8714,62,increased FC,Table 3
35832324,35821874_C3,verum_post_gt_pre,Left gyrus angularis,L,-45.0,-57.0,27.0,MNI,t,5.2142,65,increased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Right cerebellar hemispheres,R,21.0,-54.0,-39.0,MNI,t,5.5803,57,increased and decreased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Right gyrus temporalis medius,R,54.0,-12.0,-18.0,MNI,t,7.261,119,increased and decreased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Right gyrus frontalis inferior,R,39.0,15.0,-15.0,MNI,t,6.0216,63,increased and decreased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Right fusiform gyrus,R,27.0,-99.0,-3.0,MNI,t,5.9519,79,increased and decreased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Left superior temporal gyrus,L,-54.0,-9.0,6.0,MNI,t,-5.2652,69,increased and decreased FC,Table 3
35832324,35821874_C4,verum_post_gt_pre,Right precentral gyrus,R,51.0,-3.0,54.0,MNI,t,9.7371,25,increased and decreased FC,Table 3
35832324,35821874_C5,deactivation,Left middle frontal gyrus,L,-36.0,51.0,9.0,MNI,t,-4.461,74,decreased FC,Table 3
35832324,35821874_C5,deactivation,Left cuneus,L,-15.0,-75.0,36.0,MNI,t,-5.0606,65,decreased FC,Table 3
35832324,35821874_C6,deactivation,Right orbitofrontal back,R,12.0,21.0,-24.0,MNI,t,-6.4883,44,decreased FC,Table 3
35832324,35821874_C6,deactivation,Right precuneus,R,12.0,-60.0,27.0,MNI,t,-7.2867,88,decreased FC,Table 3
35832324,40341810_SR_C1,sham_post_gt_pre,Right thalamus,R,12.0,-21.0,-3.0,MNI,t,4.9968,16,activation,Table 2
35832324,40341810_SR_C1,sham_post_gt_pre,Right middle frontal gyrus,R,45.0,45.0,3.0,MNI,t,5.1529,26,activation,Table 2
35832324,40341810_SR_C2,deactivation,Left middle frontal gyrus,L,-39.0,36.0,30.0,MNI,t,-3.7076,30,deactivation,Table 2
36051643,C01_VA_FLF_decrease,deactivation,HIP,L,0.0,-63.0,48.0,MNI,Z-score,3.63,20,decreased (Pre > Post),table
36051643,C01_VA_FLF_decrease,deactivation,HIP/PHG,R,27.0,-30.0,-18.0,MNI,Z-score,3.44,36,decreased (Pre > Post),table
36051643,C03_VA_Slow5_increase,verum_post_gt_pre,ACC,R,9.0,42.0,9.0,MNI,Z-score,3.36,26,increased (Post > Pre),table
36051643,C03_VA_Slow5_increase,verum_post_gt_pre,DLPFC,R,33.0,24.0,45.0,MNI,Z-score,3.73,20,increased (Post > Pre),table
36051643,C03_VA_Slow5_increase,verum_post_gt_pre,aIFG,R,51.0,39.0,9.0,MNI,Z-score,3.63,32,increased (Post > Pre),table
36051643,C04_VA_Slow5_decrease,deactivation,HIP,L,-15.0,-33.0,-6.0,MNI,Z-score,3.52,43,decreased (Pre > Post),table
36051643,C04_VA_Slow5_decrease,deactivation,HIP,R,36.0,-27.0,-15.0,MNI,Z-score,3.22,30,decreased (Pre > Post),table
36051643,C04_VA_Slow5_decrease,deactivation,SMA/MCC,R,12.0,-12.0,48.0,MNI,Z-score,3.54,26,decreased (Pre > Post),table
36051643,C05_VA_Slow4_increase,verum_post_gt_pre,S2,L,-54.0,-6.0,39.0,MNI,Z-score,3.46,59,increased (Post > Pre),table
36051643,C05_VA_Slow4_increase,verum_post_gt_pre,S2,R,63.0,3.0,18.0,MNI,Z-score,3.30,58,increased (Post > Pre),table
36051643,C07_VA_Slow3_increase,verum_post_gt_pre,aINS,L,-39.0,12.0,3.0,MNI,Z-score,4.07,37,increased (Post > Pre),table
36051643,C07_VA_Slow3_increase,verum_post_gt_pre,aINS,R,39.0,30.0,-3.0,MNI,Z-score,3.05,22,increased (Post > Pre),table
36051643,C07_VA_Slow3_increase,verum_post_gt_pre,pINS,L,-51.0,-6.0,3.0,MNI,Z-score,4.09,148,increased (Post > Pre),table
36051643,C07_VA_Slow3_increase,verum_post_gt_pre,pINS,R,69.0,-3.0,9.0,MNI,Z-score,3.76,162,increased (Post > Pre),table
36051643,C08_VA_Slow3_decrease,deactivation,PCU,L,-9.0,-66.0,51.0,MNI,Z-score,3.52,34,decreased (Pre > Post),table
36051643,C09_SA_FLF_increase,sham_post_gt_pre,IFG,R,54.0,27.0,24.0,MNI,Z-score,3.66,26,increased (Post > Pre),table
36051643,C10_SA_FLF_decrease,deactivation,AG,L,-51.0,-69.0,24.0,MNI,Z-score,3.33,26,decreased (Pre > Post),table
36051643,C11_SA_Slow5_decrease,deactivation,HIP,L,-24.0,-30.0,-18.0,MNI,Z-score,3.27,34,decreased (Pre > Post),table
36051643,C16_SA_Slow3_decrease,deactivation,mPFC,L/R,-3.0,51.0,39.0,MNI,Z-score,3.66,95,decreased (Pre > Post),table
36051643,35983211_C2,deactivation,HIP,midline,0.0,-63.0,48.0,MNI,Z,3.63,20,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C2,deactivation,HIP/PHG,R,27.0,-30.0,-18.0,MNI,Z,3.44,36,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C3,verum_post_gt_pre,ACC,R,9.0,42.0,9.0,MNI,Z,3.36,26,Post > Pre (increased gFCD),Table 2
36051643,35983211_C3,verum_post_gt_pre,DLPFC,R,33.0,24.0,45.0,MNI,Z,3.73,20,Post > Pre (increased gFCD),Table 2
36051643,35983211_C3,verum_post_gt_pre,aIFG,R,51.0,39.0,9.0,MNI,Z,3.63,32,Post > Pre (increased gFCD),Table 2
36051643,35983211_C4,deactivation,HIP,L,-15.0,-33.0,-6.0,MNI,Z,3.52,43,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C4,deactivation,HIP,R,36.0,-27.0,-15.0,MNI,Z,3.22,30,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C4,deactivation,SMA/MCC,R,12.0,-12.0,48.0,MNI,Z,3.54,26,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C5,verum_post_gt_pre,S2,L,-54.0,-6.0,39.0,MNI,Z,3.46,59,Post > Pre (increased gFCD),Table 2
36051643,35983211_C5,verum_post_gt_pre,S2,R,63.0,3.0,18.0,MNI,Z,3.3,58,Post > Pre (increased gFCD),Table 2
36051643,35983211_C6,verum_post_gt_pre,aINS,L,-39.0,12.0,3.0,MNI,Z,4.07,37,Post > Pre (increased gFCD),Table 2
36051643,35983211_C6,verum_post_gt_pre,aINS,R,39.0,30.0,-3.0,MNI,Z,3.05,22,Post > Pre (increased gFCD),Table 2
36051643,35983211_C6,verum_post_gt_pre,pINS,L,-51.0,-6.0,3.0,MNI,Z,4.09,148,Post > Pre (increased gFCD),Table 2
36051643,35983211_C6,verum_post_gt_pre,pINS,R,69.0,-3.0,9.0,MNI,Z,3.76,162,Post > Pre (increased gFCD),Table 2
36051643,35983211_C7,deactivation,PCU,L,-9.0,-66.0,51.0,MNI,Z,3.52,34,Pre > Post (decreased gFCD),Table 2
36051643,35983211_C8,sham_post_gt_pre,IFG,R,54.0,27.0,24.0,MNI,Z,3.66,26,Post > Pre (increased gFCD),Table 3
36051643,35983211_C9,deactivation,AG,L,-51.0,-69.0,24.0,MNI,Z,3.33,26,Pre > Post (decreased gFCD),Table 3
36051643,35983211_C10,deactivation,HIP,L,-24.0,-30.0,-18.0,MNI,Z,3.27,34,Pre > Post (decreased gFCD),Table 3
36051643,35983211_C11,deactivation,mPFC,L,-3.0,51.0,39.0,MNI,Z,3.66,95,Pre > Post (decreased gFCD),Table 3
36051643,37454266_SR_C1,sham_post_gt_pre,R Inferior Frontal Gyrus (IFG),R,54.0,27.0,24.0,MNI,Z,3.66,26,activation,Table 3
36051643,37454266_SR_C2,deactivation,L Angular Gyrus (AG),L,-51.0,-69.0,24.0,MNI,Z,3.33,26,deactivation,Table 3
36051643,37454266_SR_C3,deactivation,L Hippocampus (HIP),L,-24.0,-30.0,-18.0,MNI,Z,3.27,34,deactivation,Table 3
36051643,37454266_SR_C4,deactivation,L/R Medial Prefrontal Cortex (mPFC),L,-3.0,51.0,39.0,MNI,Z,3.66,95,deactivation,Table 3
36530615,con_staticICA_spatial_SN_PSAvsHC,group_comparison,Putamen,left,-30.0,-6.0,6.0,MNI,F,-3.92,54,activated in PSA vs. HC,table
36530615,con_staticICA_spatial_SN_PSAvsHC,group_comparison,AG,left,-57.0,-51.0,15.0,MNI,F,-4.45,53,activated in PSA vs. HC,table
36530615,con_staticICA_spatial_SN_PSAvsHC,group_comparison,PostCG,left,-60.0,-15.0,30.0,MNI,F,-4.00,39,activated in PSA vs. HC,table
36530615,con_staticFC_interaction_calcarine_lingual,group_comparison,Calcarine,left,-3.0,-93.0,11.0,MNI,F,3.16,not_reported,increased functional coupling (interaction effect),table
36530615,con_staticFC_PSA_EA_vs_rest,verum_gt_rest,Precentral,left,-44.0,-9.0,41.0,MNI,F,-4.03,not_reported,reduced FC,table
36530615,con_staticFC_PSA_EA_vs_rest,verum_gt_rest,Orbital superior frontal,right,14.0,55.0,-17.0,MNI,F,-3.35,not_reported,reduced FC,table
36530615,con_staticFC_HC_EA_vs_rest,verum_gt_rest,Postcentral,left,-32.0,-31.0,67.0,MNI,F,-4.01,not_reported,reduced FC during EA stimulation vs. rest,table
36530615,36468046_C2,verum_gt_rest,Precentral,L,-44.0,-9.0,41.0,MNI,F,-4.03,not_reported,decreased FC during EA stimulation in PSA,Table 3
36530615,36468046_C2,verum_gt_rest,Middle temporal gyrus,R,52.0,-4.0,-20.0,MNI,F,-4.03,not_reported,decreased FC during EA stimulation in PSA,Table 3
36530615,36468046_C2,verum_gt_rest,Orbital superior frontal,R,14.0,55.0,-17.0,MNI,F,-3.35,not_reported,decreased FC during EA stimulation in PSA,Table 3
36530615,36468046_C3,verum_gt_rest,Postcentral,L,-32.0,-31.0,67.0,MNI,F,-4.01,not_reported,decreased FC during EA stimulation in HC,Table 3
36530615,36468046_C3,verum_gt_rest,Orbital middle frontal,R,37.0,54.0,-5.0,MNI,F,-4.01,not_reported,decreased FC during EA stimulation in HC,Table 3
36530615,36468046_C4,group_comparison,Calcarine,L,-3.0,-93.0,11.0,MNI,F,3.16,not_reported,increased functional coupling in PSA relative to HC during EA vs. rest,Table 3
36530615,36468046_C4,group_comparison,Lingual,R,12.0,-39.0,0.0,MNI,F,3.16,not_reported,increased functional coupling in PSA relative to HC during EA vs. rest,Table 3
36530635,contrast_1_pre_vs_HC,group_comparison,Inferior temporal gyrus,R,46.0,-9.0,-25.0,MNI,T-value (Peak intensity),-5.599,44,decreased FC in tinnitus patients relative to HC,table
36530635,contrast_1_pre_vs_HC,group_comparison,Precuneus,R,27.0,-50.0,3.0,MNI,T-value (Peak intensity),-4.818,35,decreased FC in tinnitus patients relative to HC,table
36530635,contrast_2_post_vs_HC,group_comparison,Superior frontal gyrus,L,-7.0,19.0,52.0,MNI,T-value (Peak intensity),-5.255,47,decreased FC in tinnitus patients relative to HC,table
36530635,contrast_2_post_vs_HC,group_comparison,Superior temporal gyrus,R,48.0,-23.0,1.0,MNI,T-value (Peak intensity),-4.995,42,decreased FC in tinnitus patients relative to HC,table
36530635,contrast_3_post_vs_pre,verum_post_gt_pre,Superior frontal gyrus,R,12.0,63.0,12.0,MNI,T-value (Peak intensity),-6.185,99,decreased FC at post-acupuncture relative to pre-acupuncture,table
36530635,contrast_3_post_vs_pre,verum_post_gt_pre,Paracingulate gyrus,L,-3.0,39.0,21.0,MNI,T-value (Peak intensity),-4.976,30,decreased FC at post-acupuncture relative to pre-acupuncture,table
36530635,19500677_C1,verum_gt_rest,SI,L,-42.0,-31.0,53.0,TAL,Z,3.54,118.8,activation,Table 1
36530635,19500677_C1,verum_gt_rest,SII,R,49.0,-20.0,18.0,TAL,Z,3.89,119.1,activation,Table 1
36530635,19500677_C1,verum_gt_rest,SII,L,-54.0,-35.0,32.0,TAL,Z,3.62,130.9,activation,Table 1
36530635,19500677_C1,verum_gt_rest,angular gyrus,R,54.0,-43.0,37.0,TAL,Z,3.89,120.7,activation,Table 1
36530635,19500677_C1,verum_gt_rest,angular gyrus,L,-60.0,-29.0,32.0,TAL,Z,3.89,134.0,activation,Table 1
36530635,19500677_C1,verum_gt_rest,superior parietal,R,38.0,-46.0,40.0,TAL,Z,2.32,66.6,activation,Table 1
36530635,19500677_C1,verum_gt_rest,STG,R,52.0,-8.0,-1.0,TAL,Z,3.89,399.8,activation,Table 1
36530635,19500677_C1,verum_gt_rest,frontal operculum,R,53.0,5.0,8.0,TAL,Z,3.89,514.2,activation,Table 1
36530635,19500677_C1,verum_gt_rest,frontal operculum,L,-51.0,13.0,2.0,TAL,Z,3.89,282.6,activation,Table 1
36530635,19500677_C1,verum_gt_rest,ant+post insula,R,42.0,-3.0,-16.0,TAL,Z,3.43,94.3,activation,Table 1
36530635,19500677_C1,verum_gt_rest,ant+post insula,L,-37.0,-8.0,3.0,TAL,Z,3.89,625.7,activation,Table 1
36530635,19500677_C1,verum_gt_rest,precentral gyrus,L,-30.0,-12.0,58.0,TAL,Z,3.89,133.3,activation,Table 1
36530635,19500677_C1,verum_gt_rest,pre-SMA,R,8.0,12.0,53.0,TAL,Z,3.89,169.1,activation,Table 1
36530635,19500677_C1,verum_gt_rest,pre-SMA,L,-6.0,13.0,56.0,TAL,Z,2.08,68.5,activation,Table 1
36530635,19500677_C1,verum_gt_rest,dlPFC,R,38.0,42.0,8.0,TAL,Z,3.89,113.5,activation,Table 1
36530635,19500677_C1,verum_gt_rest,dlPFC,L,-45.0,36.0,-9.0,TAL,Z,2.78,89.1,activation,Table 1
36530635,19500677_C1,verum_gt_rest,dmPFC,L,-10.0,39.0,23.0,TAL,Z,2.98,95.3,activation,Table 1
36530635,19500677_C1,verum_gt_rest,MTG,L,-64.0,-38.0,-6.0,TAL,Z,2.35,76.0,activation,Table 1
36530635,19500677_C1,verum_gt_rest,cuneus,R,10.0,-96.0,21.0,TAL,Z,2.89,81.0,activation,Table 1
36530635,19500677_C1,verum_gt_rest,cuneus,L,-4.0,-92.0,8.0,TAL,Z,3.89,359.0,activation,Table 1
36530635,19500677_C2,deactivation,SI,R,20.0,-28.0,64.0,TAL,Z,-3.89,218.6,deactivation,Table 1
36530635,19500677_C2,deactivation,dPCC (BA23),L,-7.0,-35.0,38.0,TAL,Z,-3.43,107.9,deactivation,Table 1
36530635,19500677_C2,deactivation,precuneus,L,-10.0,-53.0,39.0,TAL,Z,-3.39,105.1,deactivation,Table 1
36530635,19500677_C2,deactivation,IPL,R,41.0,-64.0,25.0,TAL,Z,-2.98,83.9,deactivation,Table 1
36530635,19500677_C2,deactivation,IPL,L,-36.0,-84.0,28.0,TAL,Z,-3.89,196.4,deactivation,Table 1
36530635,19500677_C2,deactivation,lingual gyrus,R,10.0,-59.0,9.0,TAL,Z,-3.89,342.8,deactivation,Table 1
36530635,19500677_C2,deactivation,lingual gyrus,L,-16.0,-54.0,-4.0,TAL,Z,-3.89,139.5,deactivation,Table 1
36530635,19500677_C2,deactivation,dlPFC (deactivation),R,29.0,31.0,38.0,TAL,Z,-3.89,201.9,deactivation,Table 1
36530635,19500677_C3,sham_gt_rest,SI,R,30.0,-39.0,50.0,TAL,Z,3.89,106.4,activation,Table 2
36530635,19500677_C3,sham_gt_rest,SII,R,51.0,-34.0,21.0,TAL,Z,3.89,1621.3,activation,Table 2
36530635,19500677_C3,sham_gt_rest,SII,L,-53.0,-27.0,20.0,TAL,Z,3.89,4215.7,activation,Table 2
36530635,19500677_C3,sham_gt_rest,STG,L,-57.0,-44.0,15.0,TAL,Z,2.33,75.7,activation,Table 2
36530635,19500677_C3,sham_gt_rest,LOC,R,62.0,-51.0,5.0,TAL,Z,3.89,79.9,activation,Table 2
36530635,19500677_C3,sham_gt_rest,LOC,L,-44.0,-68.0,11.0,TAL,Z,3.62,111.2,activation,Table 2
36530635,19500677_C3,sham_gt_rest,frontal operculum,R,60.0,6.0,12.0,TAL,Z,3.89,1444.3,activation,Table 2
36530635,19500677_C3,sham_gt_rest,frontal operculum,L,-52.0,4.0,6.0,TAL,Z,3.89,944.5,activation,Table 2
36530635,19500677_C3,sham_gt_rest,anterior insula,R,35.0,16.0,0.0,TAL,Z,3.89,384.5,activation,Table 2
36530635,19500677_C3,sham_gt_rest,posterior insula,R,39.0,-8.0,0.0,TAL,Z,3.89,169.4,activation,Table 2
36530635,19500677_C3,sham_gt_rest,ant+post insula,L,-39.0,-14.0,6.0,TAL,Z,3.89,2117.0,activation,Table 2
36530635,19500677_C3,sham_gt_rest,aMCC,L,-5.0,13.0,30.0,TAL,Z,2.39,77.4,activation,Table 2
36530635,19500677_C3,sham_gt_rest,pMCC,R,6.0,17.0,29.0,TAL,Z,3.89,169.5,activation,Table 2
36530635,19500677_C3,sham_gt_rest,precentral gyrus,R,35.0,-8.0,50.0,TAL,Z,3.89,70.7,activation,Table 2
36530635,19500677_C3,sham_gt_rest,precentral gyrus,L,-37.0,-9.0,57.0,TAL,Z,3.89,2080.8,activation,Table 2
36530635,19500677_C3,sham_gt_rest,pre-SMA,R,9.0,9.0,49.0,TAL,Z,3.89,113.9,activation,Table 2
36530635,19500677_C3,sham_gt_rest,pre-SMA,L,-10.0,0.0,59.0,TAL,Z,3.89,202.1,activation,Table 2
36530635,19500677_C3,sham_gt_rest,precuneus,L,-11.0,-44.0,63.0,TAL,Z,-2.99,93.6,activation,Table 2
36530635,19500677_C3,sham_gt_rest,dlPFC,R,35.0,44.0,20.0,TAL,Z,3.89,308.8,activation,Table 2
36530635,19500677_C3,sham_gt_rest,dlPFC,L,-44.0,34.0,5.0,TAL,Z,3.89,145.1,activation,Table 2
36530635,19500677_C3,sham_gt_rest,caudate nucleus,R,16.0,18.0,8.0,TAL,Z,2.85,920.0,activation,Table 2
36530635,19500677_C3,sham_gt_rest,caudate nucleus,L,-10.0,8.0,10.0,TAL,Z,2.8,352.0,activation,Table 2
36530635,19500677_C3,sham_gt_rest,putamen,R,26.0,-2.0,2.0,TAL,Z,2.84,2096.0,activation,Table 2
36530635,19500677_C3,sham_gt_rest,putamen,L,-24.0,6.0,8.0,TAL,Z,2.98,2568.0,activation,Table 2
36530635,19500677_C3,sham_gt_rest,cerebellum,L,-30.0,-60.0,-24.0,TAL,Z,2.94,6728.0,activation,Table 2
36530635,19500677_C4,deactivation,SI,R,39.0,-23.0,47.0,TAL,Z,-3.89,276.0,deactivation,Table 2
36530635,19500677_C4,deactivation,dPCC,R,7.0,-39.0,39.0,TAL,Z,-3.89,128.5,deactivation,Table 2
36530635,19500677_C4,deactivation,dPCC,L,-4.0,-46.0,27.0,TAL,Z,-3.89,304.7,deactivation,Table 2
36530635,19500677_C4,deactivation,vPCC,R,14.0,-45.0,31.0,TAL,Z,-3.89,48.3,deactivation,Table 2
36530635,19500677_C4,deactivation,precuneus,R,6.0,-55.0,26.0,TAL,Z,-3.89,516.2,deactivation,Table 2
36530635,19500677_C4,deactivation,vmPFC,L,-7.0,52.0,-16.0,TAL,Z,-3.72,120.2,deactivation,Table 2
36530635,19500677_C4,deactivation,IPL,R,39.0,-75.0,35.0,TAL,Z,-2.96,49.8,deactivation,Table 2
36530635,19500677_C4,deactivation,IPL,L,-39.0,-53.0,22.0,TAL,Z,-3.89,1126.8,deactivation,Table 2
36530635,19500677_C4,deactivation,MTG,R,56.0,-7.0,-20.0,TAL,Z,-3.89,140.9,deactivation,Table 2
36530635,19500677_C4,deactivation,hippocampal formation,R,34.0,-28.0,-10.0,TAL,Z,-2.99,4136.0,deactivation,Table 2
