pmid,contrast_id,contrast_label,contrast_type,analysis_method,analysis_family,n_coordinates,n_connectivity_edges,disease_condition
37415858,con_corr_SA1SA2_HR_REAL,Correlation between concordance of PEs between SA1 and SA2 and heart rate decrease during REAL stimulation,Pearson's or Spearman's correlation,"concordance correlation coefficient (Lin, 1989) between IC response patterns; Pearson's or Spearman's correlation with HR decrease",,0,1,Healthy volunteers
37415858,con_corr_CA1_MASS_REAL,Correlation between averaged PEs of CA1 and MASS index score for REAL,Pearson's or Spearman's correlation,Pearson's or Spearman's correlation analysis,,0,1,Healthy volunteers
37415858,con_corr_CA1_HR_post_REAL,Correlation between averaged PEs of CA1 and HR decrease during 4 s after REAL stimulation,Pearson's or Spearman's correlation,Pearson's or Spearman's correlation analysis,,0,1,Healthy volunteers
37415858,con_corr_CA1CA2_MASS_PHNT,Correlation between concordance of PEs between CA1 and CA2 and MASS index score for PHNT,Pearson's or Spearman's correlation,"concordance correlation coefficient (Lin, 1989) and Pearson's or Spearman's correlation analysis",,0,1,Healthy volunteers
37415858,con_corr_CA1CA2_HR_PHNT,Correlation between concordance of PEs between CA1 and CA2 and HR decrease during 4 s after PHNT stimulation,Pearson's or Spearman's correlation,"concordance correlation coefficient (Lin, 1989) and Pearson's or Spearman's correlation analysis",,0,1,Healthy volunteers
37584456,nc_001,SVC prediction model performance: acupuncture responders vs nonresponders (training-test set),classification model performance,"Support vector classification (SVC) with linear kernel and default regularization parameter (c=1), 10-fold cross-validation iterated 100 times, feature selection threshold α=0.15 based on Spearman correlation",,0,0,Functional dyspepsia (FD)
37584456,nc_002,SVR prediction model performance: SID improvement prediction (training-test set),regression model performance,"Support vector regression (SVR) with linear kernel and default regularization parameter (c=1), 10-fold cross-validation iterated 100 times",,0,0,Functional dyspepsia (FD)
37584456,nc_003,Predictive features: group-level differences in rsFC between acupuncture responders and nonresponders,two-sample t-test on predictive rsFC features,two-sample t-tests on 39 predictive features; gender taken as covariate; FDR correction applied,,0,9,Functional dyspepsia (FD)
37584456,nc_004,"Network-scale weight calculation: contributions of SCN, SMN, CCN, DMN to prediction",network-scale weight analysis,Network-scale weight calculated by summing the weights of all predictive features contained within each network,,0,4,Functional dyspepsia (FD)
37584456,nc_006,SVR model generalizability in independent validation set,regression model performance in independent validation,"SVR prediction model applied to independent validation set, 10-fold cross-validation, 100 iterations, using 39 identified predictive features",,0,0,Functional dyspepsia (FD)
37584456,nc_007,Robustness of predictive features: six classification models,robustness test across alternative machine learning classification algorithms,"Six classification models using 39 identified predictive features: decision tree, linear discrimination, logistic regression, k-nearest neighbor, gaussian SVM, bagged tree; 10-fold CV",,0,0,Functional dyspepsia (FD)
37584456,nc_008,Robustness of predictive features: five regression models,robustness test across alternative machine learning regression algorithms,"Five regression models using 39 identified predictive features: linear regression, decision tree, Gaussian SVM, bagged tree, Gaussian process regression; 10-fold CV",,0,0,Functional dyspepsia (FD)
37721727,contrast_12,Multiple linear regression — FC changes predicting IAT improvement after acupuncture,"multiple linear regression: FC changes as explanatory variables, IAT improvement as target variable",multiple linear regression with forward stepwise selection (alpha level of 0.1 for entry and 0.2 for removal),,1,2,Internet addiction (IA)
37901421,c09_rvlm_r_set2_hf_pos,Set 2: Right RVLM FC - HF% positive correlation,Correlation between FC map of right RVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c10_rvlm_r_set3_hf_neg,Set 3: Right RVLM FC - HF% negative correlation,Correlation between FC map of right RVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c11_rvlm_l_set2_hf_pos,Set 2: Left RVLM FC - HF% positive correlation,Correlation between FC map of left RVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c12_rvlm_l_set3_hf_pos,Set 3: Left RVLM FC - HF% positive correlation (precuneus),Correlation between FC map of left RVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c13_rvlm_l_set3_hf_neg,Set 3: Left RVLM FC - HF% negative correlation (dentate nucleus/pons),Correlation between FC map of left RVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c14_cvlm_r_set3_hf_pos,Set 3: Right CVLM FC - HF% positive correlation (thalamus),Correlation between FC map of right CVLM and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c15_ntsna_r_set2_hf_pos,Set 2: Right NTS/NA FC - HF% positive correlation,Correlation between FC map of right NTS/NA and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,2,0,Healthy volunteers
37901421,c16_ntsna_l_set2_hf_pos,Set 2: Left NTS/NA FC - HF% positive correlation,Correlation between FC map of left NTS/NA and HF%,Correlation analysis between FC maps of ROIs and HF% percentage of HRV,,1,0,Healthy volunteers
37901421,c17_rvlm_r_set3_lfhf_pos,Set 3: Right RVLM FC - LF/HF ratio positive correlation (dentate nucleus/pons),Correlation between FC map of right RVLM and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c18_rvlm_l_set3_lfhf_pos,Set 3: Left RVLM FC - LF/HF ratio positive correlation (dentate nucleus/pons),Correlation between FC map of left RVLM and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c19_rvlm_l_set3_lfhf_neg,Set 3: Left RVLM FC - LF/HF ratio negative correlation (precuneus),Correlation between FC map of left RVLM and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c20_cvlm_r_set2_lfhf_neg,Set 2: Right CVLM FC - LF/HF ratio negative correlation (middle/inferior frontal gyrus),Correlation between FC map of right CVLM and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c21_cvlm_r_set3_lfhf_neg,Set 3: Right CVLM FC - LF/HF ratio negative correlation (thalamus),Correlation between FC map of right CVLM and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c22_ntsna_r_set3_lfhf_pos,Set 3: Right NTS/NA FC - LF/HF ratio positive correlation (cerebellum ant./post. lobe),Correlation between FC map of right NTS/NA and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c23_ntsna_r_set2_lfhf_neg,Set 2: Right NTS/NA FC - LF/HF ratio negative correlation (middle frontal gyrus),Correlation between FC map of right NTS/NA and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,c24_dmv_set2_lfhf_neg,Set 2: DMV FC - LF/HF ratio negative correlation (postcentral gyrus),Correlation between FC map of DMV and LF/HF ratio,Correlation analysis between FC maps of ROIs and LF/HF ratio of HRV,,1,0,Healthy volunteers
37901421,37869519_C9,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 2 Right, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C10,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 2 Left, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C11,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Left, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C12,"Table 5: Correlation between FC maps of ROIs and HF% - CVLM Set 3 Right, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C13,"Table 5: Correlation between FC maps of ROIs and HF% - NTS/NA Set 2 Right, Positive",FC,FC,,2,0,Healthy volunteers
37901421,37869519_C14,"Table 5: Correlation between FC maps of ROIs and HF% - NTS/NA Set 2 Left, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C15,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Right, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C16,"Table 5: Correlation between FC maps of ROIs and HF% - RVLM Set 3 Left, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C17,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Right, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C18,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Left, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C19,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - NTS/NA Set 3 Right, Positive",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C20,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - RVLM Set 3 Left, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C21,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - CVLM Set 2 Right, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C22,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - CVLM Set 3 Right, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C23,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - NTS/NA Set 2 Right, Negative",FC,FC,,1,0,Healthy volunteers
37901421,37869519_C24,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - DMV Set 2, Negative",FC,FC,,1,0,Healthy volunteers
38245739,con_corr_alff_occipital_sfmpq,Positive correlation: ALFF values of left middle occipital area at TP1 with SF-MPQ scores,bivariate Pearson correlation: ALFF (left middle occipital area) × SF-MPQ score at TP1 in Group 1,bivariate Pearson correlation analysis,,0,1,Non-menstrual migraine without aura (MWoA)
38245739,con_corr_alff_occipital_midas,Positive correlation: ALFF values of left middle occipital area at TP1 with MIDAS scores,bivariate Pearson correlation: ALFF (left middle occipital area) × MIDAS score at TP1 in Group 1,bivariate Pearson correlation analysis,,0,1,Non-menstrual migraine without aura (MWoA)
38245739,con_corr_dc_temporal_sfmpq,Positive correlation: DC values of right inferior temporal area at TP1 with SF-MPQ scores,bivariate Pearson correlation: DC (right inferior temporal area) × SF-MPQ score at TP1 in Group 1,bivariate Pearson correlation analysis,,0,1,Non-menstrual migraine without aura (MWoA)
38585348,C4_corr_THI_FC_pre,Correlation between THI score and FC value in INS-left superior frontal gyrus before electroacupuncture treatment,Pearson correlation between THI score in EG and FC value in INS-left superior frontal gyrus before treatment,Pearson correlation coefficient,,0,1,Subjective tinnitus (ST)
38681626,NC_015,Correlation between change in ALFF of left MTG and change in HAMD-24 score (EAS group),correlation; change in ALFF vs change in clinical score,"partial correlation controlling for age, sex, head movement parameters and education level",,0,1,First-episode major depressive disorder (MDD)
38681626,NC_016,Correlation between change in FC of left MTG and left MFG and change in HAMD-24 score (EAS group),correlation; change in FC vs change in clinical score,"partial correlation controlling for age, sex, head movement parameters and education level",,0,1,First-episode major depressive disorder (MDD)
39089662,NC_03,SVR prediction of 4-week ODI values in AG using right SPL fALFF and baseline clinical features,predictive model (SVR) in acupuncture group,support vector regression (SVR) with linear kernel; leave-one-out cross-validation (LOOCV),,0,0,chronic sciatica (chronic neuropathic pain)
39089662,NC_04,Spearman correlation between baseline right SPL fALFF and 4-week VAS for leg pain in AG,Spearman correlation between baseline neuroimaging metric and post-treatment clinical outcome,Spearman correlation analysis,,0,0,chronic sciatica (chronic neuropathic pain)
39368604,con_005,Partial correlation: left anterior insula – left ACC FC change vs. MADRS improvement in real acupuncture group,partial correlation between post- minus pre-treatment zFC and MADRS score improvement (post- minus pre-treatment) within real acupuncture group,partial correlation analysis controlling for age and body mass index; Bonferroni correction used,,0,1,Major depressive disorder (MDD)
39368604,con_006,Partial correlation: left anterior insula – bilateral MCC FC change vs. MADRS improvement in real acupuncture group,partial correlation between post- minus pre-treatment zFC and MADRS score improvement (post- minus pre-treatment) within real acupuncture group,partial correlation analysis controlling for age and body mass index; Bonferroni correction used,,0,1,Major depressive disorder (MDD)
39368604,con_007,Partial correlation: right DLPFC – right mPFC FC change vs. MADRS improvement in real acupuncture group,partial correlation between post- minus pre-treatment zFC and MADRS score improvement (post- minus pre-treatment) within real acupuncture group,partial correlation analysis controlling for age and body mass index; uncorrected (note: paper states uncorrected for this result),,0,1,Major depressive disorder (MDD)
39368604,con_008,SVR prediction: baseline FC (left sgACC – bilateral MCC and left IPL) predicts MADRS change (AN mask),MVPA-based SVR prediction of treatment outcome using baseline zFC features from AN mask (sgACC seed regions),MVPA based on linear SVR (LIBSVM); feature selection based on weight; fixed 10-fold cross-validation,,0,0,Major depressive disorder (MDD)
39368604,con_009,SVR prediction: baseline FC (left PCC – left mPFC and right IPL) predicts MADRS change (DMN mask),MVPA-based SVR prediction of treatment outcome using baseline zFC features from DMN mask (PCC seed regions),MVPA based on linear SVR (LIBSVM); feature selection based on weight; fixed 10-fold cross-validation,,0,0,Major depressive disorder (MDD)
39368604,39366658_C5,Regions' weight in predicting the treatment effect of abdominal acupuncture - SgACC (AN) seed,FC,FC,,2,0,Major depressive disorder (MDD)
39368604,39366658_C6,Regions' weight in predicting the treatment effect of abdominal acupuncture - PCC (DMN) seed,FC,FC,,2,0,Major depressive disorder (MDD)
39499594,c16_aperiodic_slope_offset_correlation_rest,Pearson correlation between aperiodic slope and aperiodic offset: resting state,correlation analysis within resting state condition,Pearson correlation analysis,,0,1,healthy volunteers
39499594,c17_aperiodic_slope_offset_correlation_LT,Pearson correlation between aperiodic slope and aperiodic offset: LT manipulation,correlation analysis within LT acupuncture condition,Pearson correlation analysis,,0,1,healthy volunteers
39499594,c18_aperiodic_slope_offset_correlation_TR,Pearson correlation between aperiodic slope and aperiodic offset: TR manipulation,correlation analysis within TR acupuncture condition,Pearson correlation analysis,,0,1,healthy volunteers
39543627,nc_MH_LOFC_rsFC_PSQI_correlation,Correlation between altered MH-LOFC rsFC and PSQI improvement in the RA group,correlation analysis (rsFC change vs. PSQI change),correlation analysis between significantly altered hypothalamus-based rsFCs ('post' minus 'pre') and corresponding PSQI changes in RA group,,0,1,Chronic insomnia disorder (CID)
39543627,nc_MH_LOFC_rsFC_GSRS_correlation,Correlation between altered MH-LOFC rsFC and GSRS improvement in the RA group,correlation analysis (rsFC change vs. GSRS change),correlation analysis between MH-LOFC rsFC change and GSRS change in RA group,,0,1,Chronic insomnia disorder (CID)
39877657,nc_019,Pearson correlation: RSC-right SCG FC with MMSE scores in AD group before acupuncture,Pearson correlation between rsFC and neuropsychological score,Pearson's correlation analysis,,0,1,Alzheimer's disease (AD)
39877657,nc_020,Pearson correlation: RSC-right SCG FC with MoCA scores in AD group before acupuncture,Pearson correlation between rsFC and neuropsychological score,Pearson's correlation analysis,,0,1,Alzheimer's disease (AD)
39877657,nc_021,Pearson correlation: RSC-left thalamus FC with AVLT scores in AD group before acupuncture,Pearson correlation between rsFC and neuropsychological score,Pearson's correlation analysis,,0,1,Alzheimer's disease (AD)
39877657,nc_022,Pearson correlation: RSC-left thalamus FC with AVLT_IR scores in AD group before acupuncture,Pearson correlation between rsFC and neuropsychological score,Pearson's correlation analysis,,0,1,Alzheimer's disease (AD)
39877657,nc_023,Pearson correlation: right RSC-left HPC FC with AVLT_recognition scores in AD group before acupuncture,Pearson correlation between rsFC and neuropsychological score,Pearson's correlation analysis,,0,1,Alzheimer's disease (AD)
40022556,con_CID_CBF_PSQI_corr,Correlation between regional CBF values and PSQI scores within CID group,within-group correlation: CBF vs PSQI,Correlation analysis (Pearson or Spearman based on data normality),,4,0,Chronic insomnia disorder (CID)
40022556,con_CID_CBF_HC_CBF_corr,Correlation between mean regional CBF in HCs and case-control CBF differences (t-values),spatial correlation: mean HC CBF vs case-control t-value,Pearson correlation with spin tests,,0,1,Chronic insomnia disorder (CID)
40022556,con_neurotransmitter_CID_LRM,Multi-linear regression model predicting CID-related CBF differences from 19 receptors/transporters distributions,neuroimaging-neurochemistry association: multi-LRM of neurotransmitter receptor density vs CID-related CBF t-statistic,"Multi-linear regression model (LRM); dominance analysis; validated against spin-permuted null model with 10,000 iterations",,0,0,Chronic insomnia disorder (CID)
40022556,con_acu_vs_CID_spatial_corr,Spatial correlation between acupuncture-induced CBF changes and CID-related CBF alterations,cross-dataset spatial correlation: acupuncture paired t-value vs CID case-control t-value,Pearson correlation with spin tests,,0,1,Chronic insomnia disorder (CID)
40022556,con_acu_vs_waitlist_spatial_corr,Spatial correlation between acupuncture-induced CBF changes and waitlist-induced CBF changes,cross-group spatial correlation: acupuncture paired t-value vs waitlist paired t-value,Pearson correlation with spin tests,,0,1,Chronic insomnia disorder (CID)
40022556,con_neurotransmitter_acu_LRM,Multi-linear regression model predicting acupuncture-induced CBF changes from 19 receptors/transporters distributions,neuroimaging-neurochemistry association: multi-LRM of neurotransmitter receptor density vs acupuncture-induced CBF paired t-value,Multi-linear regression model (LRM); dominance analysis; validated against spin-permuted null model,,0,0,Chronic insomnia disorder (CID)
40022556,con_acu_CBF_clinical_corr,"Correlation between acupuncture-induced regional CBF changes (ΔCBF) and improvements in clinical scores (ΔPSQI, ΔISI, ΔSAS, ΔSDS)",within-group correlation: ΔCBF vs clinical change scores,Pearson correlation analysis,,0,0,Chronic insomnia disorder (CID)
40329319,contrast_CP,Neuroimaging meta-analysis for Chronic Pain: cortical surface targets,Coordinate-based meta-analysis uniformity test (patients with Chronic Pain vs healthy controls or between treatment and control groups),MKDAChi2 coordinate-based meta-analysis via Neurosynth Compose / NiMARE; cortical surface template (within 2.5 cm of scalp) applied,,7,0,"Subjective Cognitive Decline (SCD), Mild Cognitive Impairment (MCI), Alzheimer's Disease (AD), Parkinson's Disease (PD), Multiple System Atrophy (MSA), Primary Progressive Aphasia (PPA), Post-Stroke Aphasia (PSA), Dyslexia, Chronic Pain, Disorders of Consciousness (DoC)"
40329319,WU2025_C9,Neuroimaging-based targets for cranial acupuncture in chronic pain,other,other,,7,0,"Subjective Cognitive Decline (SCD), Mild Cognitive Impairment (MCI), Alzheimer's Disease (AD), Parkinson's Disease (PD), Multiple System Atrophy (MSA), Primary Progressive Aphasia (PPA), Post-Stroke Aphasia (PSA), Dyslexia, Chronic Pain, Disorders of Consciousness (DoC)"
40584525,c012,Correlation analysis between FC values of seed points and neuropsychological scale scores in the true-acupoint group before acupuncture,Pearson correlation: FC values vs MMSE and MoCA scores (true-acupoint pre-acupuncture),Pearson correlation analysis (IBM SPSS V25.0),,0,29,amnestic mild cognitive impairment (aMCI)
40584525,c013,Correlation analysis between FC values of seed points and neuropsychological scale scores in the sham-acupoint group before acupuncture,Pearson correlation: FC values vs MMSE and MoCA scores (sham-acupoint pre-acupuncture),Pearson correlation analysis (IBM SPSS V25.0),,0,1,amnestic mild cognitive impairment (aMCI)
40584525,c014,Correlation analysis between FC values after acupuncture and neuropsychological scale scores in the true-acupoint group,Pearson correlation: FC values after acupuncture vs MMSE and MoCA scores (true-acupoint post-acupuncture),Pearson correlation analysis,,0,2,amnestic mild cognitive impairment (aMCI)
40584525,c015,Correlation analysis between FC values after acupuncture and neuropsychological scale scores in the sham-acupoint group,Pearson correlation: FC values after acupuncture vs MMSE and MoCA scores (sham-acupoint post-acupuncture),Pearson correlation analysis,,0,2,amnestic mild cognitive impairment (aMCI)
40634927,contrast_ALFF_corr_SG,Correlation between DLPFC ALFF change and NRS score change in SG,correlation between ALFF change and clinical outcome change within SG,Spearman correlation analysis; partial correlation controlling for gender and duration,,0,1,knee osteoarthritis (KOA)
40634927,contrast_ALFF_corr_AG,Correlation between DLPFC ALFF change and NRS score change in AG,correlation between ALFF change and clinical outcome change within AG,Spearman correlation analysis; partial correlation controlling for gender and duration,,0,1,knee osteoarthritis (KOA)
40634927,contrast_ALFF_corr_WG,Correlation between DLPFC ALFF change and NRS score change in WG,correlation between ALFF change and clinical outcome change within WG,Spearman correlation analysis; partial correlation controlling for gender and duration,,0,1,knee osteoarthritis (KOA)
40642213,con_HT7_specific_deactivation,Specific deactivation network for HT7 (after subtracting pain network and co-activation network overlap),subtraction: HT7 deactivation minus conjunction deactivation minus pain network overlap,"subtraction of co-activation network voxels and pain network voxels from HT7 activation network; pain network extracted from Neurosynth using Pain Uniformity Test map, FDR q < 0.01",,8,0,healthy volunteers
40642213,con_ST36_specific_deactivation,Specific deactivation network for ST36 (after subtracting pain network and co-activation network overlap),subtraction: ST36 deactivation minus conjunction deactivation minus pain network overlap,subtraction of co-activation network voxels and pain network voxels from ST36 activation network; no overlap found between ST36 deactivation and pain-related brain areas,,6,0,healthy volunteers
40642213,con_KI4_specific_deactivation,Specific deactivation network for KI4 (after subtracting pain network and co-activation network overlap),subtraction: KI4 deactivation minus conjunction deactivation minus pain network overlap,subtraction of co-activation network voxels and pain network voxels from KI4 activation network; no overlap found between KI4 deactivation and pain-related brain areas,,2,0,healthy volunteers
40772121,contrast_corr_acu_acc_l_womac_stiff,Correlation between left anterior cingulate gyrus FC change and WOMAC Stiffness score improvement in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_put_r_womac_pain,Correlation between right lenticular nucleus putamen FC change and WOMAC pain score improvement in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_amyg_r_koos,Correlation between right amygdala FC change and KOOS score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_amyg_r_koos_pain,Correlation between right amygdala FC change and KOOS pain dimension score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_tp_r_koos_symptom,Correlation between right temporal pole FC change and KOOS symptom dimension score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_acc_r_womac,Correlation between right anterior cingulate gyrus FC change and WOMAC score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_hip_r_koos_pain,Correlation between right hippocampus FC change and KOOS pain dimension score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_acu_phg_r_koos_func,Correlation between right parahippocampal gyrus FC change and KOOS functional score in acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_placebo_put_r_koos,Correlation between right lenticular nucleus putamen FC change and KOOS score in placebo acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40772121,contrast_corr_placebo_pal_r_womac_pain,Correlation between right lenticular nucleus pallidum FC change and WOMAC pain score in placebo acupuncture group,Pearson correlation between ROI signal difference (post-pre) and clinical scale difference,Pearson's correlation analysis using SPSS 26.0; ROI signal extracted using Extract ROI Signals function in RESTplus software,,0,1,Knee osteoarthritis (KOA)
40800108,con_DC_VCI_DMN_decreases,decreased DC in default mode network regions like the angular gyrus and precuneus associated with cognitive decline in vascular cognitive impairment,VCI: DC decrease in DMN regions correlated with cognitive decline,Degree Centrality (DC) analysis,,2,0,"Vascular cognitive impairment (VCI), including mild cognitive impairment (MCI), vascular dementia, and related cerebrovascular cognitive disorders"
40847552,contrast_svm_prediction,SVM model predicting acupuncture responders vs non-responders using pre-treatment functional connectivity,classification: acupuncture responders vs non-responders,Support Vector Machine (SVM) with linear kernel; F-score feature selection; leave-one-out cross-validation (LOOCV) with grid search for hyperparameter tuning; permutation testing with 1000 iterations,,0,0,Neck pain (NP)
40847552,contrast_predictive_features_weights,Predictive consistency features and their weights from SVM model,feature importance/weights from SVM classification,Predictive features identified through multiple rounds of leave-one-out cross-validation as consistent features; weight calculated as importance in differentiating classes,,0,5,Neck pain (NP)
40847552,contrast_fc_vas_corr_responders_uncorrected,Correlation analysis between predictive features and VAS scores before and after treatment in acupuncture responders (uncorrected),correlation between FC values and VAS scores (responders),correlation analysis between functional connectivity values and VAS scores before and after treatment,,0,4,Neck pain (NP)
40847552,contrast_fc_vas_corr_nonresponders_uncorrected,Correlation analysis between predictive features and VAS scores before and after treatment in acupuncture non-responders (uncorrected),correlation between FC values and VAS scores (non-responders),correlation analysis between functional connectivity values and VAS scores before and after treatment,,0,2,Neck pain (NP)
40847552,contrast_fc_vas_corr_fdr,Correlation analysis between predictive features and VAS scores before and after treatment in acupuncture responders (FDR corrected),"correlation between FC values and VAS scores (responders, FDR corrected)","correlation analysis between functional connectivity values and VAS scores, with Benjamini-Hochberg FDR correction",,0,3,Neck pain (NP)
40881782,nc_corr_SMA_FMA,Correlation between baseline FCD in SMA_R and FMA scores,Correlation (FCD ~ FMA),Correlation analysis,,0,1,Bilateral basal ganglia ischemic stroke (BBGIS)
40881782,nc_corr_C8_FMA,Correlation between baseline FCD in C8_R and FMA scores,Correlation (FCD ~ FMA),Correlation analysis,,0,1,Bilateral basal ganglia ischemic stroke (BBGIS)
40963943,con_TTH_pain_ALFF_decrease,ALFF changes in TTH patients with acute pain sensation during instant acupuncture (decrease),within-subgroup paired comparison: acupuncture state vs. resting state in TTH patients with predominant acute pain,paired t-test,,2,0,Tension-type headache (TTH)
40963943,con_TTH_pain_ReHo_decrease,ReHo changes in TTH patients with acute pain sensation during instant acupuncture (decrease),within-subgroup paired comparison: acupuncture state vs. resting state in TTH patients with predominant acute pain,paired t-test,,3,0,Tension-type headache (TTH)
40963943,con_HC_pain_ALFF_decrease,ALFF changes in HCs with acute pain sensation during instant acupuncture (decrease),within-subgroup paired comparison: acupuncture state vs. resting state in HCs with predominant acute pain,paired t-test,,1,0,Tension-type headache (TTH)
40963943,con_HC_pain_ReHo_mixed,ReHo changes in HCs with acute pain sensation during instant acupuncture,within-subgroup paired comparison: acupuncture state vs. resting state in HCs with predominant acute pain,paired t-test,,4,0,Tension-type headache (TTH)
40974865,NR_07,Correlation: increased FC (RT–RA) and HFCS reduction in positive-responders at post-treatment,correlation between FC change and clinical outcome change in positive-responder subgroup,Spearman correlation (FDR-corrected),,0,1,Breast cancer with hot flashes (vasomotor symptoms)
40974865,NR_08,Correlation: increased FC (RT–RA) predicts stable improvement in HFCS at 4–6 months follow-up in positive-responders,correlation between FC change and clinical outcome change at follow-up in positive-responder subgroup,Spearman correlation (FDR-corrected),,0,1,Breast cancer with hot flashes (vasomotor symptoms)
41310834,nc_between_group_spatial_corr,Spatial correlation of GBC changes: acupuncture group vs waitlist group,between-group spatial correlation of GBC change maps (paired t-value maps),Spatial correlation between GBC change t-value maps of acupuncture group and waitlist group; spatial permutation test (spin test),,0,1,Chronic insomnia disorder (CID)
